frame,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0,0.518661,0.14734814,0.107457876,0.30622566,0.79478985,0.0,0.5731816,0.26272517,1.0,0.7347959,0.6701857,0.26925778,0.5031226,1.0,0.5221775,0.04206159,0.97360885,0.48515245,0.08198135,0.8695095
1,0.48122355,0.15307164,0.12819754,0.30447412,0.79478985,0.0,0.57295334,0.07544909,1.0,0.6595446,0.6385437,0.2799926,0.5032659,1.0,0.49812216,0.04184137,0.99585366,0.42287284,0.075134344,0.8605819
2,0.3563889,0.11461343,0.35093608,0.26749343,0.85667306,0.0,0.53789634,0.05856156,1.0,0.6833982,0.63382256,0.3371883,0.47963527,1.0,0.4729066,0.040396776,0.9952409,0.61275566,0.05362273,0.8926731
3,0.3419336,0.123761795,0.358202,0.24348162,0.8812501,0.0,0.5111786,0.31757382,1.0,0.65019435,0.70690966,0.31324506,0.27667955,1.0,0.24292913,0.060361844,0.9991973,0.6688386,0.03915311,0.781746
4,0.3886905,0.16705294,0.40976277,0.34770355,0.8266634,0.0,0.52431834,0.06218857,1.0,0.76492757,0.4610472,0.2925461,0.35852382,1.0,0.3653652,0.02135451,0.9966264,0.71324074,0.03141545,0.93431866
5,0.4223488,0.1708658,0.33592266,0.3352379,0.8063589,0.0,0.49021223,0.017796487,0.0,0.72920245,0.6184338,0.73435634,0.34861016,1.0,0.27623698,0.045364548,0.99884605,0.72767437,0.031019434,0.8015714
6,0.3892989,0.21416871,0.35972375,0.33217296,0.7984902,0.0,0.4860555,0.050852746,0.0,0.7208971,0.61423683,0.41244426,0.43558764,1.0,0.19382651,0.044967342,0.9992743,0.7134123,0.03220211,0.70197356
7,0.30582458,0.2241895,0.082441024,0.33890855,0.82263577,1.0,0.459588,0.37344313,0.0,0.688397,0.72664917,0.46818766,0.35279384,1.0,0.23709302,0.03049678,0.99669766,0.6619792,0.018882541,0.84550935
8,0.33395144,0.21047305,0.14024916,0.3420465,0.8206186,0.0,0.51001877,0.7396365,0.0,0.6519836,0.6914249,0.3561001,0.38621968,1.0,0.23728368,0.015470038,0.99796945,0.47073415,0.018949144,0.83190733
9,0.33483058,0.16682416,0.080331095,0.31231517,0.818875,0.0,0.48147446,0.075844176,0.0,0.84597725,0.68933606,0.44780397,0.31476054,1.0,0.28578636,0.015453015,0.98950666,0.7495107,0.017241703,0.9169235
10,0.33714688,0.16731761,0.20509005,0.3031234,0.78057736,0.0,0.47927716,0.12692587,0.0,0.6968093,0.6681219,0.34961683,0.30019376,1.0,0.2447252,0.014747171,0.9970626,0.49046022,0.017040756,0.92422146
11,0.32708558,0.16810495,0.360127,0.32529905,0.79494315,0.0,0.43944544,0.076518066,1.0,0.71724296,0.5596841,0.116816245,0.36301768,1.0,0.23246346,0.03161096,0.9986596,0.46115214,0.029361507,0.64527017
12,0.35130182,0.17963558,0.39742932,0.32577267,0.7941049,0.0,0.45504287,0.03156684,0.0,0.7011217,0.54048264,0.1537026,0.3551641,1.0,0.22730576,0.028742347,0.99794894,0.3944878,0.027637921,0.6452449
13,0.482402,0.14231353,0.31150424,0.30436087,0.80490273,0.0,0.399218,0.052109815,0.0,0.7686208,0.5740726,0.27603406,0.4347581,1.0,0.27358192,0.038501445,0.99429214,0.54146165,0.05835019,0.8508308
14,0.39525682,0.1336004,0.33411363,0.33639947,0.8313608,0.0,0.48258683,0.2073908,0.0,0.6785897,0.5807695,0.26227716,0.45404184,1.0,0.3103269,0.03661974,0.9936172,0.6924598,0.0294273,0.93223196
15,0.40466788,0.14067784,0.5136186,0.3496863,0.8194694,0.0,0.54651254,0.02191007,0.0,0.74938273,0.64607954,0.3576791,0.42772684,1.0,0.3477634,0.03306152,0.9961171,0.7639712,0.015032474,0.8702594
16,0.36925253,0.13212574,0.34848678,0.33639947,0.846283,0.0,0.5358499,0.07618802,0.0,0.73603725,0.60903853,0.3355534,0.46171165,1.0,0.3917245,0.031560645,0.99563855,0.708597,0.04389139,0.88165087
17,0.40455633,0.15379025,0.44046557,0.34559202,0.81688565,0.0,0.43822995,0.12234612,1.0,0.730935,0.5174737,0.35495952,0.4694989,1.0,0.31389967,0.019878466,0.99494743,0.73691285,0.01354709,0.88724107
18,0.3526785,0.22586675,0.4558501,0.349663,0.81642294,0.0,0.5052461,0.27893817,1.0,0.73869354,0.63857096,0.23556249,0.3774317,1.0,0.25861028,0.020150747,0.99696034,0.70366216,0.021239199,0.8895876
19,0.37276685,0.21015522,0.52451074,0.3085233,0.8111867,0.0,0.5277538,0.16840926,1.0,0.7362571,0.65815866,0.33622718,0.41955873,1.0,0.2610448,0.02005677,0.99766004,0.6522961,0.016097844,0.89834553
20,0.42787373,0.2207532,0.46914557,0.32910353,0.8544402,0.0,0.5977537,0.34048045,1.0,0.7875225,0.573316,0.2816164,0.39595875,1.0,0.1617144,0.032359544,0.9909348,0.70411336,0.020819124,0.8433361
21,0.30905288,0.21230133,0.30896783,0.24540292,0.8559498,0.0,0.5312743,0.35861906,1.0,0.731452,0.68794966,0.3224841,0.346436,1.0,0.2977791,0.020206222,0.96250606,0.5952636,0.046840794,0.81511545
22,0.2993968,0.21895991,0.26436806,0.23551299,0.85398346,0.0,0.535071,0.039128315,1.0,0.68349355,0.7095311,0.42396298,0.33551383,1.0,0.2347792,0.01688443,0.9861566,0.8098736,0.03121427,0.7741795
23,0.28419107,0.1755863,0.35904193,0.25479013,0.8102825,1.0,0.5667863,0.20757543,1.0,0.7503418,0.69307315,0.41386777,0.35963732,1.0,0.24408336,0.016982786,0.93235874,0.7748009,0.07693552,0.7771804
24,0.34789896,0.19816747,0.4335516,0.26744753,0.8453802,0.0,0.5751768,0.12204384,1.0,0.72863495,0.65012777,0.3322242,0.34993574,1.0,0.20025162,0.013935758,0.9674064,0.73741776,0.061044827,0.7749783
25,0.28772154,0.14456643,0.32303518,0.33370063,0.8000832,0.0,0.55378765,0.033495653,1.0,0.76325905,0.683786,0.29354104,0.40103614,1.0,0.23618971,0.028776681,0.8447212,0.74654937,0.029159881,0.7046604
26,0.3303224,0.26058513,0.46028054,0.3400236,0.82176095,0.0,0.5647101,0.3564489,1.0,0.7906785,0.5911029,0.33919328,0.36427888,1.0,0.31444132,0.023853552,0.9360071,0.75106287,0.023899684,0.8648714
27,0.31843403,0.17617792,0.63330156,0.2932432,0.8313219,0.0,0.52481014,0.033080768,1.0,0.7413713,0.6246153,0.24313462,0.41920114,1.0,0.3023968,0.03247716,0.37661332,0.7049425,0.023617623,0.89682347
28,0.3305589,0.14160228,0.47938135,0.29000244,0.8368501,0.0,0.5564487,0.18476923,1.0,0.7354978,0.7145213,0.4086679,0.3908915,1.0,0.31819803,0.020286439,0.80781347,0.7008512,0.049260568,0.81648886
29,0.40181822,0.2133218,0.35887977,0.25477237,0.82951283,0.0,0.48027873,0.013868982,1.0,0.7589546,0.57751715,0.52030504,0.44507343,1.0,0.2972709,0.059459534,0.9990916,0.599594,0.060408942,0.88002044
30,0.21612641,0.15407796,0.25977758,0.3112016,0.7145964,1.0,0.51695234,0.010141855,1.0,0.72961587,0.63314074,0.26640293,0.42992768,1.0,0.21414754,0.03058733,0.99656266,0.53551257,0.041971672,0.83901584
31,0.2863695,0.1425366,0.29630512,0.3183401,0.8671414,0.0,0.49849334,0.058885846,1.0,0.69774956,0.7512486,0.3897659,0.24340396,1.0,0.30661517,0.01283459,0.95857304,0.6254364,0.0353181,0.93529963
32,0.26429057,0.24572715,0.1732073,0.31220475,0.7850813,1.0,0.509084,0.28795987,1.0,0.83863026,0.56325775,0.28060102,0.30271545,1.0,0.19251545,0.016913723,0.9991762,0.67267656,0.008868274,0.8653067
33,0.30218878,0.27330574,0.30243483,0.31481853,0.71082455,0.0,0.5283023,0.13542308,1.0,0.7924554,0.59943163,0.27385992,0.32495198,1.0,0.2284078,0.007605636,0.9998679,0.6601938,0.009457172,0.8663884
34,0.2822807,0.16813448,0.31760883,0.31395468,0.72467965,0.0,0.46892568,0.3198929,1.0,0.7070657,0.5059879,0.5005374,0.30099767,1.0,0.25596884,0.0125342095,0.9905233,0.6616112,0.017293481,0.81222594
35,0.31035084,0.16975398,0.5836062,0.39036804,0.6712506,0.0,0.56451815,0.012014944,1.0,0.5802727,0.583216,0.53446674,0.33079332,1.0,0.31165382,0.014229822,0.98332524,0.57035214,0.021948066,0.76752144
36,0.25923,0.17225055,0.4005389,0.36928204,0.59500486,0.0,0.41378498,0.075978376,1.0,0.64535534,0.40423843,0.33852896,0.4195645,1.0,0.37296534,0.008843082,0.9960265,0.6884116,0.00620096,0.8681784
37,0.2413744,0.15620302,0.22316438,0.36666408,0.6104784,0.0,0.4153467,0.013250787,1.0,0.71745723,0.4038078,0.38412106,0.35136238,1.0,0.33957615,0.0083201565,0.9993882,0.7373969,0.0064315237,0.89293486
38,0.3469876,0.22944178,0.24450538,0.3191403,0.63460124,0.0,0.5358284,0.22699045,1.0,0.78134346,0.5801296,0.7111353,0.3608834,1.0,0.29905558,0.014724809,0.98853326,0.5812402,0.02366337,0.88335836
39,0.38154712,0.3141876,0.16699934,0.32812005,0.63927203,0.0,0.61450464,0.17476696,1.0,0.819159,0.60732186,0.35150442,0.31799892,1.0,0.27376613,0.012168319,0.9995123,0.6063046,0.015008924,0.84437066
40,0.3145622,0.16119045,0.13756354,0.3504985,0.6226503,0.0,0.39317998,0.22505021,1.0,0.7499171,0.42970067,0.56414926,0.30819044,1.0,0.31471565,0.009867432,0.9910569,0.6409703,0.012469779,0.86880755
41,0.29780915,0.18593583,0.058455367,0.39129293,0.6082835,0.0,0.38073877,0.06205354,1.0,0.7456844,0.39052078,0.44533804,0.3508777,1.0,0.34135434,0.009500141,0.99139684,0.703144,0.016982405,0.8385599
42,0.3091853,0.14296472,0.10965683,0.38533112,0.60711354,0.0,0.43207756,0.17393741,1.0,0.77215177,0.44561604,0.4343094,0.35159394,1.0,0.33539116,0.009750173,0.9892456,0.6136172,0.022297628,0.8378592
43,0.2802037,0.20110081,0.18545483,0.35520807,0.5930301,0.0,0.4598091,0.17330986,1.0,0.8034184,0.4440129,0.24301839,0.38886362,1.0,0.25108445,0.008174534,0.9993272,0.6877353,0.008319208,0.8672354
44,0.22843967,0.36194268,0.37854344,0.31769758,0.5781715,0.0,0.5596581,0.4851906,1.0,0.87963194,0.38711008,0.20632495,0.36838627,1.0,0.21252857,0.018481428,0.99996495,0.55370915,0.009724595,0.89397234
45,0.2543226,0.29565698,0.3341436,0.32599184,0.532846,0.0,0.47656485,0.21468116,1.0,0.8097431,0.38734803,0.1712511,0.3493418,1.0,0.17269938,0.008427916,0.99986196,0.7598434,0.006396259,0.8973702
46,0.2620193,0.3059972,0.4006672,0.32132107,0.5617241,1.0,0.4859968,0.13828342,1.0,0.8411532,0.4967636,0.30242053,0.31057924,1.0,0.17630653,0.011005367,0.99979264,0.7145299,0.0135151185,0.7997797
47,0.23544918,0.26283616,0.4122099,0.32659265,0.55192935,0.0,0.48211592,0.2907756,1.0,0.82553476,0.5209296,0.24501829,0.31096265,1.0,0.12231955,0.006184213,0.99946326,0.68420094,0.013068639,0.7901498
48,0.25595263,0.16661051,0.2983131,0.34107497,0.5583736,0.0,0.49534383,0.023476668,1.0,0.73683727,0.49561447,0.16766533,0.34516594,1.0,0.2194522,0.0092575895,0.9998963,0.74035126,0.012444284,0.83215016
49,0.28735927,0.18662822,0.24396756,0.3489957,0.5648243,0.0,0.5020152,0.020449528,1.0,0.72516865,0.46846464,0.12706618,0.32273614,1.0,0.16791683,0.007992886,0.9994473,0.68378586,0.01416506,0.8446752
50,0.2394709,0.15299127,0.16793774,0.34273523,0.62615657,1.0,0.42664894,0.03994811,1.0,0.49165455,0.53339005,0.32507873,0.36928433,1.0,0.33716547,0.01428041,0.99843043,0.8189999,0.017205397,0.6240365
51,0.28552476,0.22680637,0.1584821,0.3777995,0.58809775,0.0,0.52083164,0.04864194,1.0,0.44886744,0.40624014,0.24500662,0.4468462,1.0,0.26496202,0.010342511,0.99683017,0.7486388,0.013969248,0.67610854
52,0.26201248,0.16209415,0.31033328,0.34333396,0.50251704,0.0,0.48129582,0.870616,0.0,0.5820343,0.3782274,0.5810505,0.38984412,1.0,0.27530813,0.008271785,0.9603328,0.80028695,0.045427684,0.7738825
53,0.23633099,0.15900262,0.23074594,0.34333396,0.4984305,0.0,0.46614176,0.25508195,0.0,0.57670164,0.41672286,0.58488727,0.4017214,1.0,0.29687577,0.008198341,0.9978212,0.7823215,0.07778007,0.73714054
54,0.28414708,0.17957062,0.24233298,0.34252045,0.48710835,0.0,0.46463805,0.61760724,0.0,0.4985728,0.41631463,0.50760704,0.41912436,1.0,0.2230369,0.008373715,0.9988619,0.7915475,0.027708512,0.8110578
55,0.27641156,0.21945818,0.18351802,0.3093736,0.5185014,0.0,0.5604921,0.1900085,0.0,0.48131654,0.3515208,0.47222528,0.42407393,1.0,0.3012841,0.00820249,0.9978787,0.7032163,0.008909468,0.8202509
56,0.28513187,0.13217425,0.15197006,0.30998805,0.4959621,0.0,0.45854622,0.38481584,1.0,0.4435405,0.32195914,0.4975616,0.40584317,1.0,0.26784834,0.013738754,0.9995426,0.8186184,0.02079011,0.8868544
57,0.274201,0.17754726,0.13599014,0.30432105,0.49873388,0.0,0.57085276,0.31991613,0.0,0.5306719,0.3104608,0.4924826,0.38993406,1.0,0.27740738,0.006641421,0.99989223,0.82740796,0.028526347,0.7559974
58,0.28197518,0.20351528,0.13432047,0.3061592,0.5245268,1.0,0.5974566,0.37422404,0.0,0.49681422,0.32757503,0.451479,0.39342937,1.0,0.38006228,0.0076570185,0.99960893,0.79949564,0.015495928,0.73630553
59,0.28157395,0.16473012,0.46075273,0.3240639,0.5509898,0.0,0.4880179,0.07953838,0.0,0.5341123,0.32667795,0.4673765,0.4090421,1.0,0.3082478,0.007836112,0.99797493,0.7601675,0.035404857,0.76790094
60,0.33630732,0.20927145,0.23722757,0.38146508,0.5875875,0.0,0.44796574,0.08970625,0.0,0.54502994,0.33213404,0.3782161,0.3890246,1.0,0.21252267,0.011687776,0.9996724,0.7836939,0.01255061,0.7471437
61,0.32573172,0.22569506,0.36911425,0.307023,0.5754153,0.0,0.46357524,0.19141401,0.0,0.57225186,0.28988516,0.16829123,0.3911847,1.0,0.36616695,0.010580567,0.9993414,0.7730249,0.006290838,0.73251975
62,0.3169273,0.22551923,0.36901915,0.31042552,0.5709913,1.0,0.50204563,0.15800998,0.0,0.522677,0.32576814,0.3010307,0.33632198,1.0,0.3145455,0.016530294,0.9996075,0.72024316,0.011215567,0.67777133
63,0.3103315,0.19547856,0.50826204,0.29322872,0.61268896,0.0,0.49650517,0.0063133864,0.0,0.34457493,0.39274958,0.34151405,0.36168602,1.0,0.45902577,0.03181163,0.9966185,0.63401854,0.0155447945,0.8973494
64,0.34260544,0.2647523,0.58735615,0.39070347,0.62478375,0.0,0.42729598,0.13192923,0.0,0.42672116,0.4229805,0.32927683,0.36223045,1.0,0.28081572,0.0212351,0.9978776,0.82119644,0.010633481,0.7144838
65,0.539441,0.29471728,0.6020802,0.33205318,0.5497398,1.0,0.61029154,0.010592684,1.0,0.30175713,0.32259744,0.31858712,0.40176743,1.0,0.38276872,0.037690986,0.98522353,0.75313145,0.040833052,0.75564945
66,0.49733245,0.27142912,0.45195273,0.3411028,0.559467,0.0,0.6543216,0.019280355,0.0,0.33370546,0.38162798,0.34451008,0.43825158,1.0,0.38728344,0.028961025,0.9491863,0.78033453,0.019710954,0.7291466
67,0.4741279,0.12960064,0.73741066,0.35162216,0.5932284,1.0,0.53950655,0.034256555,1.0,0.32439542,0.4779423,0.39493296,0.3699511,1.0,0.40875065,0.038688604,0.99724007,0.5987225,0.014539774,0.8907077
68,0.45147744,0.15146054,0.7708728,0.26067138,0.5264837,1.0,0.6336834,0.0030795084,1.0,0.21793206,0.45004532,0.36826926,0.32136843,1.0,0.46874732,0.036753748,0.9985892,0.60121304,0.0358539,0.79168767
69,0.429007,0.2097932,0.5518138,0.25751907,0.63148415,1.0,0.55318224,0.016390828,1.0,0.36467612,0.57566124,0.3320614,0.32012907,1.0,0.50845563,0.025216697,0.9924165,0.7116723,0.030967694,0.8194713
70,0.42308706,0.28999066,0.8025917,0.24760729,0.6444662,1.0,0.5482245,0.018077808,1.0,0.21438529,0.43692175,0.35317898,0.3030325,1.0,0.48615813,0.008870814,0.9989969,0.5839039,0.024001848,0.9055031
71,0.4418493,0.248507,0.6584403,0.24718009,0.64460474,1.0,0.5395995,0.02227166,1.0,0.21018007,0.4540791,0.27825236,0.317819,1.0,0.4891925,0.012225545,0.9993666,0.56819516,0.022987375,0.9174402
72,0.38376784,0.16422287,0.6093209,0.23723052,0.65724605,1.0,0.51364,0.017489111,1.0,0.4023385,0.54024583,0.58934265,0.29729718,1.0,0.30241555,0.031964213,0.99859494,0.5249372,0.025468964,0.78115517
73,0.34858713,0.12837267,0.4474655,0.26104054,0.6777322,1.0,0.37980914,0.055882722,1.0,0.38002706,0.43315983,0.26259044,0.34478602,1.0,0.4763801,0.08452832,0.9752256,0.6022438,0.06397413,0.64545524
74,0.35810673,0.13266538,0.3491752,0.24064419,0.6801312,1.0,0.3807846,0.05609176,1.0,0.3962756,0.42231208,0.34133145,0.3363854,1.0,0.4203135,0.061823133,0.9905319,0.6054754,0.06651721,0.64600253
75,0.37834936,0.17273071,0.36258882,0.22904825,0.7405629,1.0,0.47218072,0.046037283,1.0,0.48945677,0.57334834,0.57072234,0.26808137,1.0,0.32259637,0.028628267,0.99550074,0.67901635,0.008921619,0.7672505
76,0.43509883,0.10935355,0.45784038,0.2336538,0.66509753,0.0,0.5512709,0.05821244,1.0,0.3651872,0.43525082,0.19830166,0.26500455,1.0,0.20326574,0.023118021,0.99566215,0.63662493,0.008640427,0.7887643
77,0.49501902,0.15810563,0.54760087,0.22184418,0.68771744,0.0,0.53267866,0.18283632,1.0,0.50045824,0.55194455,0.32412902,0.23944661,1.0,0.30947968,0.04525848,0.99802315,0.55971074,0.08063426,0.766408
78,0.49402532,0.18492794,0.42862505,0.22149897,0.68374455,0.0,0.49889416,0.21967855,1.0,0.4928772,0.50271326,0.25388232,0.2315752,1.0,0.30617505,0.041166674,0.9989114,0.6408539,0.05943066,0.69309884
79,0.46178332,0.09068459,0.6368308,0.24634054,0.7070254,0.0,0.5081592,0.42425165,1.0,0.6708831,0.7205702,0.23832968,0.29047704,1.0,0.401612,0.060839806,0.9945927,0.64119875,0.04895805,0.51612526
80,0.61517704,0.14426324,0.5135722,0.23257293,0.6496346,1.0,0.4847671,0.19158566,1.0,0.56624347,0.37552696,0.21101739,0.26372918,1.0,0.6074246,0.049070578,0.993899,0.5732516,0.07788992,0.47464168
81,0.57757485,0.2384217,0.57456666,0.2562065,0.59375024,1.0,0.41432452,0.6716577,1.0,0.54557335,0.39833444,0.29498714,0.32531536,1.0,0.5499544,0.0348628,0.9970789,0.7662771,0.13762613,0.57765245
82,0.52561957,0.15678106,0.42980403,0.2543236,0.6374291,1.0,0.3849756,0.46960214,0.0,0.6351948,0.35679072,0.32461223,0.27304986,1.0,0.6539493,0.037393358,0.99856156,0.6160057,0.09631381,0.64243126
83,0.58715886,0.30790797,0.56058663,0.2318897,0.5317814,1.0,0.44198537,0.7419753,1.0,0.4489832,0.3412122,0.110516734,0.31346303,1.0,0.4432782,0.1274068,0.99532336,0.7031941,0.079805054,0.7579628
84,0.60141176,0.33583423,0.40458757,0.23183963,0.61502105,0.0,0.40494946,0.014612739,1.0,0.6341982,0.671677,0.48817542,0.4268652,1.0,0.4454856,0.1295418,0.9715224,0.50819975,0.07973928,0.68590033
85,0.60201454,0.32900953,0.33070117,0.22975944,0.66480786,1.0,0.41624817,0.52366436,0.0,0.63983756,0.5460054,0.5803616,0.35746634,1.0,0.51544416,0.05544792,0.9908317,0.664794,0.07920382,0.615991
86,0.59440416,0.23045608,0.4222076,0.24032766,0.6932633,1.0,0.41164067,0.40869918,1.0,0.5953617,0.4539765,0.38828745,0.42993852,1.0,0.34296307,0.05742642,0.99876034,0.72214335,0.026378678,0.638711
87,0.57741225,0.25516886,0.45103928,0.24325642,0.6932633,1.0,0.4033469,0.57323754,1.0,0.6671433,0.496829,0.46266007,0.42415798,1.0,0.3423814,0.06428452,0.9990212,0.69566834,0.013658923,0.6632274
88,0.46728367,0.07554808,0.6879222,0.22798441,0.4769295,1.0,0.55643976,0.13328491,0.0,0.317943,0.4688562,0.2948548,0.3854988,1.0,0.24846092,0.08151815,0.751422,0.61919487,0.045488868,0.6731918
89,0.5490301,0.10252418,0.714032,0.23422083,0.53337944,1.0,0.6893216,0.62880355,1.0,0.22517988,0.40260947,0.3839648,0.33605728,1.0,0.19131936,0.059817903,0.9347845,0.60863215,0.0209289,0.8848568
90,0.49225697,0.14591599,0.6947329,0.22601005,0.5951609,0.0,0.6739152,0.69601774,1.0,0.2655311,0.4637887,0.2540005,0.3238321,1.0,0.20823659,0.043251645,0.993587,0.6134957,0.04081537,0.86516386
91,0.526716,0.13245498,0.7150843,0.22601005,0.59931743,1.0,0.73042685,0.68469906,1.0,0.24823907,0.43690225,0.17513728,0.31998533,1.0,0.18078235,0.04724774,0.93280154,0.58096474,0.03393325,0.90979683
92,0.51597536,0.14783691,0.5939405,0.2908081,0.6801204,0.0,0.6810963,0.9307249,1.0,0.3396757,0.503293,0.22320457,0.24450572,1.0,0.2232519,0.026366748,0.98769915,0.68766886,0.029216543,0.8732871
93,0.4630053,0.12327086,0.5617726,0.28502226,0.8239442,0.0,0.6712591,0.67198956,1.0,0.6499051,0.6680234,0.3247118,0.23981929,1.0,0.21402808,0.007806982,0.9943157,0.62734944,0.009046241,0.9117199
