frame,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0,0.45052385,0.15024523,0.7564988,0.4682684,0.06557539,0.0,0.11568714,0.03326073,0.0,0.01962698,0.23715857,0.1402457,0.33911324,0.0,0.46453652,0.21265917,0.8139264,0.34584558,0.14413948,0.042288996
1,0.47009835,0.23924232,0.6590089,0.4254607,0.053935565,0.0,0.12895294,0.032460313,0.0,0.021688301,0.1266647,0.39231822,0.2930877,0.0,0.4579781,0.23073559,0.53128195,0.41403666,0.103688546,0.040857736
2,0.3222645,0.14538331,0.34538186,0.35199296,0.06047315,0.0,0.12280159,0.030969448,1.0,0.018283945,0.23859128,0.49266073,0.34479347,0.0,0.65772784,0.25155514,0.3493621,0.28000343,0.039419837,0.025594523
3,0.3130599,0.16573405,0.47779334,0.35199296,0.060364913,0.0,0.12764339,0.009550767,1.0,0.018997809,0.22279666,0.5500616,0.37338117,0.0,0.6666931,0.32887614,0.40148228,0.30293748,0.043351516,0.024735266
4,0.3844502,0.13852598,0.3323538,0.34239423,0.071211606,0.0,0.21443263,0.12433848,1.0,0.023308104,0.16582441,0.5047802,0.29433292,0.0,0.5649657,0.2621565,0.72930694,0.40015596,0.07526762,0.10304553
5,0.37751478,0.19961356,0.37491956,0.4404772,0.059721045,0.0,0.13354942,0.038026117,0.0,0.013732126,0.16143121,0.54337597,0.4409106,0.0,0.6856632,0.27969193,0.08491164,0.38843268,0.11122035,0.027733028
6,0.4110902,0.20179771,0.44814062,0.3752432,0.05878273,0.0,0.12501396,0.011507498,1.0,0.015125542,0.15327235,0.5439354,0.39818674,0.0,0.6885562,0.33473623,0.13364747,0.36953276,0.19974746,0.020597557
7,0.40917867,0.14683907,0.5530388,0.36057746,0.05803826,0.0,0.13129875,0.062480874,0.0,0.012189321,0.18893014,0.7505123,0.40510195,0.0,0.71188515,0.2981624,0.16983691,0.38809836,0.19832464,0.021230416
8,0.455489,0.16639666,0.4153875,0.30999103,0.053724665,0.0,0.1230786,0.011611401,1.0,0.018305035,0.1797782,0.37791467,0.37773734,0.0,0.5220149,0.26028734,0.31255567,0.46641773,0.19580951,0.032073688
9,0.43869615,0.35251528,0.47583687,0.38591138,0.05805105,0.0,0.13066918,0.115938745,0.0,0.015643833,0.20860231,0.64469755,0.40087727,0.0,0.5607196,0.28204915,0.3034935,0.7075992,0.31227714,0.038711425
10,0.4039004,0.24691421,0.36924782,0.3008151,0.059353165,0.0,0.13149357,0.040306438,0.0,0.015464904,0.18893258,0.6723826,0.44040906,0.0,0.80260676,0.28827524,0.43729195,0.3392863,0.13583575,0.021693654
11,0.48586246,0.20281161,0.3925087,0.3274251,0.07366298,0.0,0.24088809,0.0141591085,0.0,0.01837656,0.17051344,0.3020014,0.6280961,0.0,0.71312577,0.6940121,0.01289217,0.24010237,0.1893511,0.61604697
12,0.6179235,0.36580303,0.39814085,0.26142862,0.09178995,1.0,0.49688026,0.005904692,0.0,0.033085015,0.39102092,0.6122507,0.62024915,0.0,0.82720256,0.69148904,0.0039924206,0.13172247,0.61643004,0.7031076
13,0.52578795,0.37434042,0.546914,0.3049378,0.09278322,0.0,0.51163584,0.0017082551,0.0,0.034587108,0.4298023,0.69866127,0.5926365,0.0,0.80026436,0.6668547,0.012330826,0.14227183,0.67433494,0.66610295
14,0.43045273,0.43180293,0.24962378,0.2771016,0.079219714,0.0,0.5243738,0.011315988,0.0,0.024534872,0.33838546,0.7641588,0.62280077,0.0,0.6942898,0.7852097,0.09428168,0.2192799,0.56622857,0.44654092
15,0.546373,0.53442717,0.28799182,0.26562694,0.078249246,0.0,0.43347883,0.10623542,0.0,0.022720225,0.2466446,0.84630424,0.6899167,0.0,0.7883605,0.6788602,0.18618464,0.3735596,0.25392067,0.24438258
16,0.43841463,0.49223432,0.25818157,0.2596937,0.08007491,0.0,0.4192196,0.066931255,1.0,0.019487934,0.31534898,0.7012591,0.6779483,0.0,0.7870523,0.6851822,0.0773366,0.17677157,0.25473532,0.3962739
17,0.39151827,0.450367,0.23583703,0.26007995,0.08782893,0.0,0.4618472,0.014179629,0.0,0.01994727,0.26200965,0.452382,0.71744996,0.0,0.7611685,0.72452295,0.10087421,0.22955082,0.20078704,0.35995483
18,0.5418796,0.6222155,0.22871327,0.3159354,0.14658497,0.0,0.40025598,0.003931882,0.0,0.04792736,0.2465495,0.63302517,0.65113467,0.0,0.7040034,0.65747,0.031434804,0.16749515,0.6323996,0.17158411
19,0.5371166,0.3310052,0.21118696,0.36345756,0.14626044,0.0,0.23073801,0.019727154,0.0,0.07539583,0.30327266,0.4616903,0.5915448,0.0,0.8051547,0.7716345,0.020753533,0.13230671,0.4080992,0.054117292
20,0.5290332,0.49144164,0.23437412,0.3769404,0.08280022,0.0,0.21085437,0.008286644,0.0,0.04715755,0.2791944,0.73893803,0.6620602,0.0,0.7371736,0.8088874,0.08012381,0.14166659,0.5830145,0.085445665
21,0.553141,0.43786633,0.34834942,0.35920012,0.0716974,0.0,0.12007337,0.0775732,0.0,0.025316633,0.39544404,0.6040079,0.5920957,0.0,0.73767614,0.774861,0.031906813,0.14372963,0.330842,0.03068807
22,0.6572872,0.37749106,0.2237724,0.32834947,0.07470905,0.0,0.12295033,0.069011085,0.0,0.028667683,0.29427016,0.64733976,0.6489267,0.0,0.78898346,0.78166795,0.021792503,0.15133306,0.43775126,0.045733865
23,0.60301983,0.3496757,0.20160633,0.39016375,0.072675034,0.0,0.12463341,0.003460898,0.0,0.022985473,0.39495006,0.8531555,0.63608724,0.0,0.7733881,0.69299597,0.01306048,0.22486706,0.33495617,0.038062494
24,0.5950205,0.30025524,0.10705318,0.33959797,0.07075598,0.0,0.15888847,0.39474607,0.0,0.023618894,0.24269345,0.6777812,0.60627365,0.0,0.79712826,0.628962,0.0105443485,0.11398192,0.12695032,0.049624298
25,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,
28,0.667282,0.5279005,0.22691941,0.46604073,0.06746251,0.0,0.13644959,0.0072127273,0.0,0.019539597,0.39870963,0.8084415,0.65472,0.0,0.7403254,0.5731304,0.007623399,0.15691155,0.23905762,0.059292942
29,0.75991684,0.6818363,0.16724417,0.41156927,0.07192883,0.0,0.13874403,0.0085939765,0.0,0.023795886,0.2556193,0.83370924,0.65195286,0.0,0.6912638,0.70510894,0.31100926,0.17626946,0.5186976,0.0448873
30,0.6944051,0.61652625,0.16967365,0.39525518,0.07870477,0.0,0.120708846,0.019686658,0.0,0.02191312,0.27866498,0.3482933,0.6565911,0.0,0.67284703,0.61960286,0.113755755,0.24263132,0.65531605,0.077363424
31,0.7066722,0.59072214,0.18528557,0.35274246,0.07870477,0.0,0.13135864,0.021461472,0.0,0.019253058,0.2804409,0.42926705,0.66148037,0.0,0.6736972,0.63314843,0.08823913,0.1444585,0.619785,0.06879129
32,0.6932024,0.54995054,0.20112611,0.36587036,0.108427934,0.0,0.15072419,0.09577177,0.0,0.04082772,0.3540407,0.5209166,0.68863606,0.0,0.681988,0.55588585,0.23485944,0.15348776,0.42279193,0.06396692
33,0.7562632,0.70536333,0.23527199,0.4324657,0.06970531,0.0,0.12237252,0.008977624,0.0,0.023597207,0.30070803,0.55892754,0.7007613,0.0,0.8125686,0.5813212,0.01419577,0.157517,0.31091774,0.08205184
34,0.70456105,0.63970405,0.21369466,0.4130436,0.07549887,0.0,0.1248232,0.0005229077,0.0,0.023216954,0.34494868,0.511298,0.7320871,0.0,0.60196114,0.48924932,0.014421356,0.2476557,0.38155276,0.074339174
35,0.71606475,0.67987597,0.324197,0.4309066,0.06757993,0.0,0.12013015,0.00010039939,0.0,0.018739857,0.33974856,0.41810206,0.7143961,0.0,0.75062686,0.69437635,0.12019835,0.14566664,0.3874411,0.07509679
36,0.6826795,0.6426352,0.18763782,0.4571238,0.068740174,0.0,0.1302941,0.0005893124,0.0,0.016418742,0.4186729,0.28759927,0.6561754,0.0,0.6284895,0.69192356,0.036015194,0.15551433,0.47899866,0.06993913
37,0.7011049,0.6677101,0.2135318,0.45357528,0.065776676,0.0,0.12134925,0.0018266628,0.0,0.016836213,0.35437137,0.30087548,0.64948046,0.0,0.5241247,0.6342389,0.012366692,0.16578512,0.5622164,0.0706311
38,0.6631956,0.6848592,0.16443521,0.46383208,0.06898584,0.0,0.11545017,0.002647447,0.0,0.014306962,0.320481,0.5008081,0.6852695,0.0,0.50436485,0.6872769,0.013083222,0.10287365,0.38614604,0.057985917
39,0.71883905,0.68285507,0.323558,0.4632822,0.06232543,0.0,0.11853264,0.00069929985,0.0,0.013500023,0.312006,0.5507459,0.7288524,0.0,0.70300025,0.56802213,0.07543646,0.114868,0.4200467,0.07758561
40,0.783726,0.6500978,0.24150331,0.4111682,0.07899061,0.0,0.15811737,0.011436923,0.0,0.029891111,0.5353754,0.3744318,0.6643046,0.0,0.6730279,0.45914698,0.008140344,0.06636214,0.5007472,0.046190243
41,0.7981058,0.6078168,0.25804886,0.42393285,0.07899061,0.0,0.1578812,0.015113443,0.0,0.027268235,0.54297715,0.3413172,0.6567946,0.0,0.7583867,0.4662255,0.010938673,0.07896372,0.4583063,0.06384872
