,mean_value
AU01_r,0.24220588235294116
AU02_r,0.08838235294117647
AU04_r,1.323088235294118
AU05_r,0.09705882352941175
AU06_r,0.02441176470588235
AU07_r,0.8616176470588235
AU09_r,0.057941176470588225
AU10_r,0.24941176470588236
AU12_r,0.5511764705882353
AU14_r,0.0
AU15_r,0.10705882352941176
AU17_r,0.9308823529411765
AU20_r,0.17602941176470588
AU23_r,0.11338235294117649
AU25_r,0.46044117647058824
AU26_r,0.5570588235294118
AU45_r,0.11514705882352942
