frame,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0,0.6015686,0.25133428,0.66022825,0.2772571,0.42229006,1.0,0.4400412,0.03830252,1.0,0.3834279,0.5582652,0.61878556,0.39389214,1.0,0.48502207,0.13439994,0.8437242,0.74465084,0.05928118,0.70101774
1,0.58459336,0.23534286,0.6024617,0.26326233,0.42291924,1.0,0.47121876,0.026676634,1.0,0.37160197,0.44677666,0.5188016,0.4214912,1.0,0.47230282,0.15917064,0.9392031,0.74537253,0.04515224,0.71091354
2,0.570482,0.29020843,0.80661297,0.25861695,0.4526253,1.0,0.46280378,0.008413598,1.0,0.3148317,0.34491473,0.5837864,0.38915768,1.0,0.37561777,0.1712592,0.9947194,0.7733415,0.07425657,0.6689153
3,0.61710066,0.29726788,0.71376026,0.25784695,0.47769624,1.0,0.47720754,0.027051073,1.0,0.46240002,0.31990743,0.3867949,0.3864913,1.0,0.29920983,0.18640819,0.99672854,0.744734,0.033312544,0.71861297
4,0.5944847,0.34169164,0.6648088,0.27007163,0.4344728,1.0,0.47295585,0.029331408,1.0,0.31534117,0.32851112,0.415883,0.40834302,1.0,0.33467293,0.16674224,0.9966947,0.7820451,0.09999867,0.7168156
5,0.6039728,0.32068872,0.5000347,0.23903336,0.33472398,1.0,0.49990025,0.095531784,1.0,0.25985035,0.30385578,0.5465381,0.41748244,1.0,0.42302164,0.24704947,0.98481214,0.7979739,0.029045722,0.7373515
6,0.559711,0.2344715,0.6171443,0.29448107,0.33878157,1.0,0.51022214,0.034027874,1.0,0.31901386,0.38686788,0.40947524,0.56166077,1.0,0.5333458,0.35965034,0.97398686,0.73003966,0.077104546,0.65664834
7,0.56126153,0.22282724,0.50137526,0.26347017,0.28026348,1.0,0.45895898,0.02443003,1.0,0.3135451,0.32344952,0.2675051,0.40923262,1.0,0.36463237,0.15581074,0.94940794,0.7703233,0.058873914,0.6698744
8,0.57475275,0.24872652,0.8042306,0.24575037,0.32958823,1.0,0.5052959,0.012757674,1.0,0.18964659,0.5080552,0.32283604,0.3941404,1.0,0.47415778,0.218645,0.9974564,0.7440291,0.042643473,0.6335744
9,0.59976745,0.17619206,0.6273089,0.2841622,0.32237628,1.0,0.45373946,0.01901463,1.0,0.22977397,0.5066499,0.37935808,0.45659664,1.0,0.29282075,0.1349236,0.99422246,0.806477,0.06675042,0.709268
10,0.6088829,0.16566226,0.7819467,0.25939408,0.57436717,1.0,0.48301286,0.002511927,0.0,0.35959798,0.5166563,0.29872206,0.36491093,1.0,0.3308057,0.057668336,0.9977775,0.6402278,0.06315337,0.7606398
11,0.61826605,0.18440211,0.6791475,0.26056775,0.46962154,1.0,0.45208368,0.046078485,0.0,0.40033725,0.5311443,0.2767905,0.42768863,1.0,0.5750824,0.16788168,0.9925236,0.59117496,0.029966068,0.5784956
12,0.49970132,0.10719027,0.7051925,0.24965046,0.47028917,1.0,0.4690503,0.016179621,1.0,0.4362193,0.30771202,0.21027595,0.48260927,1.0,0.37254414,0.17806134,0.9944344,0.46070445,0.03030762,0.5745076
13,0.35146654,0.15144515,0.6796557,0.25550953,0.47112063,1.0,0.41772225,0.67727125,0.0,0.45032203,0.5093963,0.33257365,0.45736688,1.0,0.5376425,0.16301964,0.9952272,0.68055975,0.040312275,0.62798876
14,0.4856098,0.14062679,0.8011343,0.27499747,0.69594324,1.0,0.57635784,0.08371324,0.0,0.46446,0.47208443,0.25499168,0.37750968,1.0,0.28776455,0.040600624,0.9874149,0.58918834,0.0050756573,0.84812224
15,0.38651025,0.12765911,0.7180664,0.25832206,0.6966293,1.0,0.59623355,0.07965907,0.0,0.4226786,0.47877046,0.28884605,0.37287265,1.0,0.23758154,0.027469149,0.9825492,0.70658624,0.0115129175,0.8499577
16,0.5260742,0.19855058,0.38251776,0.24806641,0.46157244,0.0,0.45696297,0.1341524,0.0,0.36689422,0.52043474,0.50479496,0.35883102,1.0,0.1592632,0.05263507,0.9571122,0.6894627,0.012432377,0.8656532
17,0.43939236,0.16497886,0.5647671,0.28348488,0.7161132,1.0,0.619186,0.5298198,0.0,0.31973967,0.5115723,0.16564536,0.20366295,1.0,0.19847631,0.009662799,0.999173,0.72976744,0.046607453,0.92547256
18,0.43471155,0.15883934,0.4758379,0.2241046,0.6955083,1.0,0.63909316,0.65143174,0.0,0.3199161,0.5103602,0.18877128,0.19567397,1.0,0.1977914,0.009931045,0.99725336,0.703421,0.123387516,0.9263174
19,0.33764064,0.1492398,0.46390015,0.28049457,0.632194,1.0,0.7681978,0.8842921,1.0,0.25630412,0.50259846,0.42821926,0.26453292,1.0,0.3098777,0.02164037,0.9984193,0.61994267,0.037082423,0.89493394
20,0.527495,0.17167318,0.28585637,0.25880903,0.74119383,1.0,0.7136378,0.96110666,0.0,0.24242346,0.420505,0.3014211,0.23266649,1.0,0.22990893,0.010096981,0.99943,0.72395784,0.05826455,0.8986127
21,0.36058027,0.2130437,0.4273646,0.26192597,0.7963681,1.0,0.7596281,0.62222296,0.0,0.5306381,0.50328404,0.6161179,0.22512974,1.0,0.30015942,0.010733244,0.99819833,0.7338543,0.122152515,0.9173075
22,0.5102255,0.18878555,0.6039259,0.25269344,0.79177016,1.0,0.7500534,0.5404166,1.0,0.29628122,0.36823782,0.35058022,0.20425253,1.0,0.3131496,0.0072610797,0.9987923,0.56453776,0.07333959,0.9261567
23,0.57276636,0.14902937,0.500937,0.25114346,0.75679076,1.0,0.7318458,0.6139974,1.0,0.309846,0.31854296,0.11202395,0.23733658,1.0,0.30527228,0.0074260174,0.99845123,0.5872335,0.05598831,0.8623276
24,0.33379057,0.2037481,0.517097,0.284834,0.7468566,1.0,0.7325068,0.8795428,1.0,0.5122707,0.37935516,0.22315057,0.22318286,1.0,0.25330734,0.005682002,0.9999651,0.80665404,0.053351432,0.9200519
25,0.47271508,0.34579417,0.22410187,0.2800979,0.80899185,1.0,0.6856259,0.9786889,1.0,0.80961215,0.3398812,0.4811511,0.19246598,1.0,0.28130198,0.008787943,0.9999229,0.7341613,0.12753813,0.80539775
