frame,video_name,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
56,33_dg_3.mp4,0.1311414,0.13776489,0.73684895,0.28942823,0.42142755,1.0,0.26296902,0.6910106,1.0,0.4374679,0.5586531,0.80297834,0.46160114,1.0,0.4726389,0.16630884,0.8687231,0.21128424,0.1909292,0.072486036
57,33_dg_3.mp4,0.15746816,0.14497338,0.77036774,0.288928,0.44437587,1.0,0.26736617,0.53739077,0.0,0.43333137,0.5281804,0.82832664,0.420336,1.0,0.53177744,0.1482359,0.8044707,0.25041097,0.16651464,0.056903183
58,33_dg_3.mp4,0.17351656,0.091440044,0.6894784,0.25334907,0.41585934,1.0,0.6333172,0.57773536,1.0,0.409845,0.44881302,0.8732194,0.53645736,1.0,0.534846,0.2637615,0.7438731,0.20410044,0.3055751,0.07321887
59,33_dg_3.mp4,0.14146745,0.12567359,0.515374,0.23402297,0.28331837,1.0,0.63513917,0.56562454,1.0,0.26914215,0.6144376,0.7384586,0.6243065,1.0,0.6238423,0.8050243,0.001750265,0.0586929,0.388764,0.11496649
60,33_dg_3.mp4,0.14212416,0.13180336,0.53338283,0.25056976,0.2798619,1.0,0.62685925,0.8046886,1.0,0.27111882,0.60036147,0.78071153,0.62041634,1.0,0.4941597,0.77272314,0.006558033,0.029641446,0.36082885,0.1080188
61,33_dg_3.mp4,0.108473815,0.107154235,0.61894315,0.23548254,0.37925866,1.0,0.6890464,0.013303988,1.0,0.23621242,0.53933465,0.87364906,0.61761624,0.0,0.5695352,0.7163911,0.013302667,0.07360861,0.48156705,0.21959415
62,33_dg_3.mp4,0.1360628,0.11952247,0.6199145,0.22277068,0.29399246,0.0,0.62695116,0.20374146,1.0,0.15978996,0.5137964,0.8493341,0.6733782,1.0,0.5546708,0.6977953,0.009239745,0.08869477,0.3933991,0.2899784
63,33_dg_3.mp4,0.12055807,0.10453018,0.71962136,0.21570773,0.35335666,1.0,0.67651325,0.38255775,1.0,0.13685648,0.5637205,0.9132649,0.6262506,0.0,0.5765894,0.76033735,0.029321762,0.06450138,0.6234832,0.26399958
64,33_dg_3.mp4,0.127438,0.14061482,0.48929211,0.22975624,0.2755156,1.0,0.6057439,0.9653095,1.0,0.11583398,0.62279177,0.7451103,0.6396216,0.0,0.57759696,0.7255187,0.4850503,0.090192,0.12944816,0.2123789
65,33_dg_3.mp4,0.13031799,0.14195144,0.4224373,0.22975624,0.28388095,1.0,0.6184649,0.9497958,1.0,0.106571,0.64754087,0.7523122,0.64704674,1.0,0.5940677,0.69847876,0.19694081,0.09601102,0.15175952,0.17892885
66,33_dg_3.mp4,0.20447196,0.12007818,0.6390698,0.22126009,0.31759337,1.0,0.5897598,0.029962119,1.0,0.17547655,0.71848255,0.7800255,0.5918586,0.0,0.58586663,0.73341095,0.09232203,0.05869025,0.12158418,0.49453574
67,33_dg_3.mp4,0.20936301,0.113356575,0.64013314,0.22126009,0.32403126,1.0,0.59277076,0.13066815,1.0,0.15669872,0.68822455,0.84370196,0.58797026,0.0,0.6015005,0.75511575,0.18395272,0.05389124,0.08607704,0.4756543
68,33_dg_3.mp4,0.37016076,0.15682407,0.731792,0.28103647,0.3025637,1.0,0.6171215,0.101134084,1.0,0.16403562,0.5693159,0.77106845,0.5125987,0.0,0.71871805,0.75818163,0.030651715,0.1916103,0.1331038,0.17526063
69,33_dg_3.mp4,0.30176482,0.091046385,0.5696057,0.22159009,0.3149721,1.0,0.44225296,0.015966335,1.0,0.17241937,0.73554564,0.8052369,0.5305281,1.0,0.7687272,0.6678311,0.38259235,0.08752209,0.17019181,0.12621564
70,33_dg_3.mp4,0.29876006,0.09432235,0.6669003,0.22124512,0.3149721,1.0,0.4609246,0.043619532,1.0,0.17415889,0.7261928,0.79290456,0.53378713,1.0,0.72942173,0.65882045,0.43730128,0.120212406,0.15212777,0.10867372
71,33_dg_3.mp4,0.47670573,0.09077132,0.5888734,0.31479168,0.2619498,1.0,0.4689584,0.063355945,1.0,0.07513872,0.5798013,0.6664058,0.48043057,1.0,0.7809299,0.7428686,0.20368148,0.07632787,0.16044927,0.22848462
72,33_dg_3.mp4,0.49163714,0.10199988,0.5840169,0.2946388,0.27338088,1.0,0.41045743,0.05297088,1.0,0.0820131,0.5544563,0.65466464,0.48671466,1.0,0.75430775,0.66722196,0.17276765,0.12855506,0.13684738,0.2739834
73,33_dg_3.mp4,0.45053807,0.075113736,0.43986472,0.29582492,0.31427884,1.0,0.43216822,0.011089413,1.0,0.08646701,0.6497352,0.690833,0.44929957,1.0,0.746182,0.55639744,0.21749908,0.11223417,0.029580891,0.27301154
74,33_dg_3.mp4,0.45869726,0.118725404,0.53640443,0.31329274,0.21041238,1.0,0.49160454,0.008104997,1.0,0.08103588,0.6343615,0.76750255,0.5137942,0.0,0.8043542,0.6857781,0.16039315,0.06886129,0.11913565,0.25503433
75,33_dg_3.mp4,0.44057733,0.1263917,0.46477738,0.3121129,0.21637657,1.0,0.48256734,0.023399742,1.0,0.07912113,0.6920281,0.7257011,0.53236216,0.0,0.8245806,0.6991687,0.10152758,0.08388084,0.1373649,0.2004633
76,33_dg_3.mp4,0.4231058,0.12769347,0.40282494,0.29900742,0.17764068,1.0,0.43550652,0.0037560025,1.0,0.068366,0.6326673,0.6116273,0.5429765,0.0,0.70192844,0.47641551,0.25615376,0.076721795,0.10250615,0.19481267
77,33_dg_3.mp4,0.44477737,0.11259998,0.48657784,0.27691764,0.17322536,1.0,0.4665248,0.0021054298,1.0,0.06303507,0.6425609,0.69425076,0.5925684,0.0,0.68714565,0.6005927,0.47612357,0.087804995,0.06974765,0.18437545
78,33_dg_3.mp4,0.45821786,0.16614133,0.5619094,0.29029235,0.1717929,0.0,0.47650915,0.037352245,1.0,0.0391708,0.5037631,0.7838456,0.5278794,0.0,0.7062796,0.65656644,0.0051330617,0.05969901,0.28286234,0.25894195
79,33_dg_3.mp4,0.45154217,0.1313936,0.2573402,0.30619127,0.11500067,1.0,0.40403092,0.017751,1.0,0.05180875,0.53373367,0.67321634,0.5178953,0.0,0.6879003,0.5164766,0.23487607,0.09268204,0.15778162,0.24932662
80,33_dg_3.mp4,0.45167765,0.13717516,0.24914357,0.30619127,0.13073969,0.0,0.40781108,0.0076850867,1.0,0.07071337,0.61874855,0.5957805,0.58555263,0.0,0.6907438,0.5591278,0.30161723,0.09285706,0.08703791,0.20370822
81,33_dg_3.mp4,0.43681404,0.15740874,0.16278785,0.30183104,0.121454656,0.0,0.37403432,0.0027804621,1.0,0.054969583,0.650946,0.5565823,0.5931818,0.0,0.6264469,0.46321213,0.07162962,0.07039223,0.11347916,0.20677039
82,33_dg_3.mp4,0.4428528,0.13626,0.25528973,0.31574577,0.12623423,0.0,0.39113414,0.026572675,1.0,0.06254182,0.60982007,0.65117013,0.5670987,0.0,0.6659289,0.58677703,0.0072060176,0.05724386,0.18213712,0.21398365
83,33_dg_3.mp4,0.46132487,0.1188854,0.2488053,0.3049442,0.15141946,0.0,0.42179626,0.0063429205,1.0,0.12680148,0.651696,0.52456063,0.62300456,0.0,0.6735015,0.5617007,0.4292839,0.062226795,0.19441904,0.20161569
84,33_dg_3.mp4,0.53804636,0.12521788,0.4031203,0.28207868,0.14983992,0.0,0.4392706,0.0566832,1.0,0.10207527,0.748225,0.626517,0.5335615,0.0,0.68107355,0.48749447,0.2593691,0.07708687,0.07657798,0.2001756
85,33_dg_3.mp4,0.5167668,0.113677345,0.42276764,0.2824964,0.14983992,0.0,0.42868012,0.022068275,1.0,0.1008562,0.7157941,0.55318195,0.56247234,0.0,0.6781131,0.52636325,0.2738094,0.07549459,0.10033431,0.22919494
86,33_dg_3.mp4,0.45355648,0.15966433,0.61403996,0.2836323,0.14136256,0.0,0.4355132,0.08935475,1.0,0.07900494,0.690271,0.5368225,0.57770497,0.0,0.65611184,0.44992256,0.3321257,0.08498434,0.063512675,0.27851152
87,33_dg_3.mp4,0.46749064,0.1132444,0.62856513,0.28336826,0.13809326,0.0,0.4215076,0.033916425,1.0,0.08254909,0.6759803,0.5890869,0.532957,0.0,0.62301517,0.44808507,0.25146818,0.09467652,0.063550435,0.2535164
88,33_dg_3.mp4,0.45304087,0.119299985,0.46002018,0.30401206,0.1454341,0.0,0.4373631,0.32229277,1.0,0.07791946,0.73122245,0.5118607,0.59113467,0.0,0.642665,0.6501973,0.06182535,0.107252136,0.116809994,0.27732095
89,33_dg_3.mp4,0.53174824,0.19031784,0.3624926,0.30848932,0.11903981,0.0,0.46927562,0.16659616,1.0,0.05063802,0.57130295,0.5874693,0.49303234,0.0,0.69148296,0.5781386,0.04252287,0.084619306,0.21367271,0.3071138
90,33_dg_3.mp4,0.5171993,0.19819763,0.41988194,0.30848932,0.11903981,0.0,0.46324053,0.13959211,1.0,0.05063802,0.57092816,0.6617406,0.49102452,0.0,0.68672204,0.60604185,0.0406045,0.08233913,0.20728318,0.30560845
91,33_dg_3.mp4,0.45988148,0.15779006,0.10171087,0.31147897,0.1611334,0.0,0.3897601,0.01205608,1.0,0.07102465,0.7011409,0.45969972,0.48118722,0.0,0.7906151,0.32453758,0.117400534,0.09942849,0.115890324,0.22064997
92,33_dg_3.mp4,0.4603272,0.16821426,0.10509341,0.31147897,0.1611334,0.0,0.3913485,0.037628576,1.0,0.07813307,0.70745903,0.52659804,0.4828715,0.0,0.7683364,0.32274646,0.29524454,0.11409178,0.08173043,0.22579482
93,33_dg_3.mp4,0.501601,0.1462919,0.32515946,0.31723446,0.13507776,0.0,0.44052985,0.026019767,1.0,0.070122786,0.70547485,0.50644827,0.49012792,0.0,0.69063723,0.3627245,0.11810624,0.118710846,0.087462254,0.20632404
94,33_dg_3.mp4,0.45813143,0.16769326,0.3944843,0.33173013,0.12632841,1.0,0.4346537,0.03974048,1.0,0.061086163,0.641749,0.46640047,0.5385573,0.0,0.7555136,0.38123673,0.33807072,0.121140845,0.12545775,0.24822456
95,33_dg_3.mp4,0.42830637,0.14852028,0.45704472,0.3350542,0.1295816,1.0,0.43372458,0.082831025,1.0,0.061086163,0.6518195,0.57571846,0.47684664,0.0,0.7648862,0.37421212,0.54071236,0.1210277,0.105410576,0.24696998
96,33_dg_3.mp4,0.44085345,0.17411521,0.38633353,0.30447093,0.124404594,1.0,0.42009738,0.091621324,1.0,0.07508787,0.6126207,0.4393072,0.54195905,0.0,0.71199554,0.44269958,0.57743007,0.12417838,0.09144006,0.22349896
97,33_dg_3.mp4,0.43821958,0.11601828,0.29252756,0.30544475,0.124404594,1.0,0.4143253,0.151185,1.0,0.07621265,0.63338614,0.4500432,0.5550577,0.0,0.6174079,0.4140726,0.6185926,0.11077699,0.07487331,0.21373387
98,33_dg_3.mp4,0.49066332,0.17635724,0.3565914,0.30447093,0.1229437,1.0,0.41656834,0.25009143,1.0,0.08548302,0.54475254,0.631287,0.5507272,0.0,0.6608464,0.47232482,0.46775126,0.13650101,0.063045144,0.27884033
99,33_dg_3.mp4,0.43758875,0.16616473,0.43906817,0.31356147,0.1229437,0.0,0.43378207,0.08373541,1.0,0.07074061,0.55601823,0.48408577,0.5024225,0.0,0.621151,0.32741407,0.6563777,0.086564325,0.088237196,0.20622058
100,33_dg_3.mp4,0.5178572,0.16896,0.33664766,0.3151662,0.11915692,0.0,0.37682986,0.0775686,1.0,0.038595766,0.4672024,0.66949,0.5356541,0.0,0.663383,0.56198514,0.053949557,0.06575445,0.16590472,0.22472668
101,33_dg_3.mp4,0.4940384,0.1829069,0.39927834,0.31042683,0.11901139,0.0,0.38402978,0.044489995,1.0,0.045637835,0.575579,0.72765034,0.52168906,0.0,0.66857755,0.54401904,0.02057555,0.05913531,0.12309828,0.24464194
102,33_dg_3.mp4,0.5462645,0.21775809,0.38586068,0.31042683,0.11841526,0.0,0.43091002,0.072025545,1.0,0.040539637,0.53136635,0.5879914,0.52099156,0.0,0.716052,0.5622701,0.06723494,0.065796,0.114868075,0.24632075
103,33_dg_3.mp4,0.5375385,0.230945,0.27572227,0.3116308,0.11901139,0.0,0.4456116,0.23513061,1.0,0.050889254,0.5654183,0.64270484,0.54425764,0.0,0.69108367,0.6041457,0.15860122,0.07503295,0.12766127,0.24193326
104,33_dg_3.mp4,0.55845666,0.2080782,0.46183345,0.31478256,0.1262834,0.0,0.42253792,0.052411776,1.0,0.049610186,0.4922246,0.7276143,0.53932005,0.0,0.6930832,0.57958233,0.08728145,0.04911483,0.15671091,0.22687224
105,33_dg_3.mp4,0.5560843,0.20008172,0.40638906,0.31833726,0.1262834,0.0,0.4506466,0.12771495,1.0,0.050330758,0.4945341,0.66890246,0.5346398,0.0,0.6399333,0.60091746,0.04564193,0.07697312,0.12665004,0.21637152
106,33_dg_3.mp4,0.5296352,0.19017342,0.3441976,0.30431637,0.109113306,0.0,0.40110216,0.20678703,1.0,0.039854467,0.5104644,0.7571613,0.5312014,0.0,0.6485035,0.62026894,0.21037723,0.0734137,0.10166681,0.2540156
107,33_dg_3.mp4,0.4624594,0.19846196,0.44941676,0.30154043,0.112418145,0.0,0.4166083,0.01761018,1.0,0.029061174,0.52485204,0.60221016,0.48000512,0.0,0.68447626,0.50269175,0.060975563,0.10168641,0.10483094,0.31162184
108,33_dg_3.mp4,0.5195299,0.13318978,0.45232978,0.30522692,0.106126085,0.0,0.42142662,0.07492816,1.0,0.040086348,0.50126827,0.70728827,0.5167148,0.0,0.6288723,0.65637934,0.046776257,0.062034503,0.16999498,0.25802317
109,33_dg_3.mp4,0.5319267,0.1766331,0.5349355,0.305662,0.1252612,0.0,0.45068252,0.025189776,1.0,0.0430826,0.5353041,0.6304959,0.49348003,0.0,0.67144156,0.69813305,0.0578687,0.08227751,0.13234,0.26537043
110,33_dg_3.mp4,0.49838635,0.17807171,0.4719339,0.3129716,0.1244812,1.0,0.44269863,0.06819764,1.0,0.03784411,0.5339223,0.74401754,0.52748865,0.0,0.617337,0.68179613,0.025854284,0.072963886,0.23651631,0.25916606
111,33_dg_3.mp4,0.4957822,0.18145908,0.38300192,0.3141809,0.11272509,1.0,0.43495184,0.054817677,1.0,0.036607057,0.55732346,0.800345,0.52541983,0.0,0.6833945,0.6004724,0.025803348,0.058710534,0.1139169,0.25924668
112,33_dg_3.mp4,0.5121523,0.1827121,0.44516635,0.3141809,0.11428097,0.0,0.42404434,0.017619958,1.0,0.035826795,0.53258675,0.7020533,0.542553,0.0,0.6792109,0.6881813,0.053453933,0.0700601,0.21729763,0.1931702
113,33_dg_3.mp4,0.50697327,0.18623924,0.42783338,0.31373915,0.10891922,0.0,0.423951,0.005513589,1.0,0.03586948,0.5185365,0.7173017,0.49323955,0.0,0.7134307,0.5907012,0.1394734,0.073930785,0.2180733,0.25794026
114,33_dg_3.mp4,0.5335957,0.17385502,0.40029764,0.31531549,0.11742279,1.0,0.44292733,0.04294228,1.0,0.031825274,0.55059665,0.59045804,0.52604383,0.0,0.65885264,0.635768,0.0659467,0.05384866,0.11972022,0.20644288
115,33_dg_3.mp4,0.5255456,0.16620037,0.416786,0.30968785,0.11712831,0.0,0.47154415,0.062328734,1.0,0.033521257,0.5500493,0.7329596,0.53504294,0.0,0.6519248,0.64821285,0.15707615,0.07646167,0.19818246,0.21900667
116,33_dg_3.mp4,0.47046033,0.18776318,0.42931926,0.30253902,0.11449434,0.0,0.42641473,0.034020934,1.0,0.042811356,0.548223,0.61589354,0.5310358,0.0,0.6636221,0.63958067,0.12565573,0.080893464,0.14447953,0.1928326
117,33_dg_3.mp4,0.4574869,0.19185728,0.3971988,0.30344656,0.11171288,0.0,0.39437282,0.019307125,1.0,0.04525187,0.51469725,0.6768406,0.5045071,0.0,0.6325868,0.60951227,0.021863619,0.107027866,0.15283507,0.20584254
118,33_dg_3.mp4,0.47179678,0.17066944,0.3579131,0.30541706,0.1093585,0.0,0.37523943,0.13329218,1.0,0.0431762,0.55767214,0.5897707,0.54339254,0.0,0.61742073,0.6008157,0.19192001,0.11135697,0.23100741,0.2185155
119,33_dg_3.mp4,0.48397824,0.18039963,0.45360735,0.30403683,0.101634406,0.0,0.38767403,0.21307579,1.0,0.046411842,0.50189775,0.65785325,0.49730003,0.0,0.6045962,0.56838995,0.30850053,0.089281216,0.24409597,0.19348252
120,33_dg_3.mp4,0.49653435,0.16860124,0.3394566,0.30600947,0.10453509,0.0,0.3874975,0.096868426,1.0,0.04463453,0.47787,0.6788537,0.5272971,0.0,0.6645478,0.58845633,0.32456514,0.099364884,0.1326094,0.22434397
121,33_dg_3.mp4,0.46041405,0.19527937,0.55146235,0.30222216,0.12497887,0.0,0.3657616,0.22702253,1.0,0.050034698,0.5544896,0.72374475,0.5313311,0.0,0.53161746,0.66050047,0.35787883,0.0855912,0.21637188,0.23397744
122,33_dg_3.mp4,0.49840853,0.19435626,0.542271,0.30297497,0.11760981,0.0,0.37569162,0.11301006,1.0,0.048821174,0.60758126,0.72975266,0.53807706,0.0,0.621673,0.59602064,0.63850874,0.08909452,0.16015647,0.24407881
123,33_dg_3.mp4,0.42251247,0.1825993,0.4089186,0.24218063,0.115421124,0.0,0.3897801,0.0133817205,1.0,0.06896882,0.49881482,0.76989216,0.5037083,0.0,0.597401,0.5774466,0.07385606,0.06915532,0.049775243,0.20751835
124,33_dg_3.mp4,0.48804379,0.16660485,0.3117637,0.30541706,0.11623425,0.0,0.37093636,0.029711708,1.0,0.046039145,0.6193045,0.6490675,0.5807624,0.0,0.6788622,0.687947,0.11585128,0.08279602,0.19340785,0.19439723
125,33_dg_3.mp4,0.40460056,0.15305822,0.4473097,0.30541706,0.1299932,0.0,0.4110898,0.007993854,1.0,0.061689664,0.57262033,0.54235893,0.5510531,0.0,0.6576982,0.75252795,0.052387293,0.13144249,0.13713562,0.2551483
126,33_dg_3.mp4,0.3968803,0.18935193,0.300544,0.30422655,0.12247759,0.0,0.40359184,0.008088999,1.0,0.051973116,0.5828589,0.5422113,0.59310645,0.0,0.6455361,0.72512025,0.09643393,0.08809109,0.107245274,0.23415796
127,33_dg_3.mp4,0.464337,0.18001842,0.28668892,0.30422655,0.124299996,0.0,0.43414953,0.044017438,1.0,0.045926973,0.567325,0.64016664,0.586472,0.0,0.6612915,0.69715434,0.13813289,0.071297355,0.091532014,0.25504792
128,33_dg_3.mp4,0.48797294,0.17587163,0.47195217,0.30422655,0.11251421,0.0,0.4054526,0.006754321,1.0,0.059539996,0.59436285,0.67849845,0.556781,0.0,0.5945504,0.74431956,0.05580545,0.07211051,0.1376413,0.21427847
129,33_dg_3.mp4,0.5147591,0.17689727,0.47455898,0.33591208,0.09524638,1.0,0.41294262,0.08293643,1.0,0.023082672,0.5169332,0.65670395,0.5959421,0.0,0.6063711,0.69688076,0.047913108,0.10170965,0.19176385,0.25087386
130,33_dg_3.mp4,0.46644586,0.17011233,0.34548432,0.3339609,0.099354975,1.0,0.3891854,0.08719312,1.0,0.025425047,0.48132902,0.65974635,0.5837569,0.0,0.6125449,0.60780185,0.03826863,0.0801407,0.19414446,0.25395364
131,33_dg_3.mp4,0.4001584,0.19225936,0.5178514,0.24248108,0.120920375,0.0,0.36534375,0.07709481,1.0,0.058463816,0.55541635,0.71823007,0.5803065,0.0,0.63654935,0.70101327,0.2179674,0.083249934,0.12731104,0.2542739
132,33_dg_3.mp4,0.37627733,0.19239803,0.5431079,0.24248108,0.120920375,0.0,0.3434413,0.21672481,1.0,0.049641773,0.612374,0.8362475,0.5828414,0.0,0.6856324,0.6131127,0.23911758,0.06208315,0.08777742,0.24817903
133,33_dg_3.mp4,0.38563958,0.19536032,0.6470282,0.25167468,0.11914078,0.0,0.37320155,0.2572174,1.0,0.058297265,0.5079112,0.78216296,0.54603076,0.0,0.6741917,0.69267154,0.22641136,0.06959897,0.05248248,0.21544178
0,48_dg_1.mp4,0.33042756,0.28556225,0.035830006,0.43581876,0.20583744,0.0,0.08562649,0.015224483,1.0,0.21374607,0.70425075,0.24464892,0.55323404,0.0,0.45521247,0.65626,0.5075889,0.056623086,0.07130546,0.044934772
1,48_dg_1.mp4,0.3896908,0.33622086,0.0477208,0.4459819,0.1994106,0.0,0.076667294,0.003470999,1.0,0.17295748,0.65264887,0.2942919,0.50664365,0.0,0.5504675,0.64596695,0.37120393,0.11160335,0.016681638,0.030640056
2,48_dg_1.mp4,0.38793397,0.3213198,0.09633735,0.43496734,0.3185384,0.0,0.09601371,0.010651667,1.0,0.19332722,0.6376499,0.42748046,0.41274014,1.0,0.34101096,0.633742,0.7481456,0.16546294,0.018474694,0.03035611
3,48_dg_1.mp4,0.4605545,0.28995252,0.07722197,0.3776686,0.2183112,0.0,0.09245276,0.014553971,1.0,0.10256087,0.4785739,0.32953104,0.5547952,0.0,0.55193126,0.55322325,0.7667586,0.50865734,0.043122295,0.046289235
4,48_dg_1.mp4,0.42343217,0.23877345,0.122592,0.41086674,0.14481677,0.0,0.09972357,0.02468174,1.0,0.10079346,0.5523382,0.30735692,0.55611527,0.0,0.38646075,0.36324087,0.71742845,0.25302434,0.068006076,0.029733004
5,48_dg_1.mp4,0.43844956,0.23378678,0.093632326,0.3977105,0.1394776,0.0,0.09646779,0.29202792,0.0,0.1105254,0.6791371,0.3548335,0.5107797,0.0,0.3758471,0.18756363,0.83968616,0.38974023,0.0671796,0.0329792
6,48_dg_1.mp4,0.44413412,0.31542635,0.122257106,0.37510335,0.2442157,0.0,0.09934689,0.16695796,1.0,0.14311723,0.6328545,0.45382214,0.560146,0.0,0.49592903,0.46130916,0.67671597,0.41901347,0.02158263,0.039315138
7,48_dg_1.mp4,0.4296283,0.37282875,0.15276502,0.3746239,0.23066676,0.0,0.091832966,0.43782043,1.0,0.1303527,0.58989125,0.36825174,0.60489625,0.0,0.43952745,0.2998016,0.69548833,0.41373965,0.052087113,0.034227047
8,48_dg_1.mp4,0.43733677,0.35625222,0.12272507,0.3373051,0.162967,0.0,0.10489385,0.15749732,1.0,0.11636575,0.6383349,0.57579184,0.57837164,0.0,0.3519674,0.33392087,0.70404565,0.17520274,0.05265186,0.0349577
9,48_dg_1.mp4,0.3478161,0.34219828,0.17327638,0.33413953,0.19143136,0.0,0.10796221,0.01600633,1.0,0.15083447,0.6913535,0.45328605,0.56453085,0.0,0.3195686,0.57818055,0.75162333,0.16958062,0.038080394,0.036149263
10,48_dg_1.mp4,0.43184456,0.32185763,0.074498795,0.3711263,0.2105987,0.0,0.085394986,0.3089115,0.0,0.17445876,0.5913985,0.32055953,0.4766443,1.0,0.42664546,0.40480614,0.93828654,0.1884497,0.024270168,0.041456282
11,48_dg_1.mp4,0.4210792,0.39568076,0.055774767,0.3691215,0.19927542,0.0,0.11172705,0.08852538,1.0,0.15075415,0.5562079,0.62379795,0.61759984,0.0,0.28653854,0.46833465,0.7777803,0.13553776,0.039067082,0.029450249
12,48_dg_1.mp4,0.41090646,0.36744374,0.061203655,0.3680887,0.19927542,0.0,0.10810537,0.16228676,1.0,0.1466811,0.56135386,0.5771651,0.6101086,0.0,0.32927984,0.44267407,0.7855724,0.15143053,0.03449314,0.032713026
13,48_dg_1.mp4,0.44363105,0.23589768,0.08413901,0.3110316,0.166108,0.0,0.27477956,0.058075003,1.0,0.22688769,0.60418415,0.36521024,0.52912635,0.0,0.43021145,0.08306469,0.9881293,0.2940346,0.05391764,0.0634703
14,48_dg_1.mp4,0.48107335,0.29024342,0.050326128,0.3255329,0.3033729,0.0,0.27361178,0.49554873,1.0,0.31795248,0.75517267,0.35604313,0.52433926,1.0,0.50146097,0.091495045,0.9475089,0.323825,0.054411557,0.070861645
15,48_dg_1.mp4,0.45411497,0.343023,0.10221026,0.33143583,0.1503967,0.0,0.10901776,0.00083771115,0.0,0.21373835,0.4696116,0.2121626,0.48891038,0.0,0.46175745,0.08512934,0.98149395,0.38916713,0.11790149,0.0697943
16,48_dg_1.mp4,0.44235137,0.34482157,0.08682937,0.33143583,0.15724157,0.0,0.11116907,0.0010565328,1.0,0.20599969,0.42936382,0.13109636,0.56027764,0.0,0.4102029,0.077573836,0.95948833,0.21774404,0.17528278,0.0726401
17,48_dg_1.mp4,0.49201393,0.23264329,0.080640376,0.27890503,0.11029572,0.0,0.12218864,0.00768828,0.0,0.114317924,0.47298333,0.19911018,0.48117796,0.0,0.62444985,0.13155855,0.732572,0.45173603,0.06421255,0.07095314
18,48_dg_1.mp4,0.47171038,0.37055737,0.2829114,0.29715917,0.14397,0.0,0.10923124,0.0011204872,0.0,0.11495227,0.4649585,0.22065979,0.49798965,0.0,0.56121135,0.08250424,0.9248892,0.48296282,0.07584602,0.076452434
19,48_dg_1.mp4,0.40681657,0.24256714,0.54342914,0.27112004,0.09996024,0.0,0.1265556,0.0030541848,0.0,0.059655584,0.33452132,0.24348535,0.4993457,0.0,0.41576764,0.060435947,0.8774275,0.59613645,0.13932337,0.0577253
20,48_dg_1.mp4,0.4288592,0.19250615,0.14523691,0.320561,0.09091423,0.0,0.097049564,3.5639423e-05,0.0,0.04754918,0.34060767,0.42272213,0.41122425,0.0,0.4605791,0.07768621,0.7691962,0.4388544,0.046919595,0.083271794
21,48_dg_1.mp4,0.413451,0.2616592,0.18041463,0.3133513,0.064281106,0.0,0.10195947,0.00029539276,0.0,0.029343514,0.28877053,0.14299966,0.43738055,0.0,0.47045195,0.20565286,0.8345309,0.55169046,0.07897481,0.084855795
22,48_dg_1.mp4,0.44330195,0.29506347,0.2501182,0.29273087,0.07727005,0.0,0.1113307,4.807724e-05,0.0,0.04670145,0.3252424,0.17806172,0.5023935,0.0,0.54569453,0.28996074,0.8157343,0.399164,0.030749282,0.084820405
0,24_dg_1.mp4,0.41504833,0.720405,0.28245148,0.49107847,0.051073223,0.0,0.074285075,0.046816774,0.0,0.03433835,0.16907142,0.8534634,0.62195456,0.0,0.37374327,0.761601,0.040814996,0.2679672,0.9095691,0.045218915
1,24_dg_1.mp4,0.5303342,0.58009213,0.31530473,0.67449373,0.049227193,0.0,0.09149994,0.010658849,0.0,0.021157805,0.22051097,0.793635,0.615491,0.0,0.31997734,0.73288494,0.0061741364,0.08555391,0.810261,0.041472744
2,24_dg_1.mp4,0.57932115,0.6606203,0.3106176,0.7470251,0.05173495,0.0,0.080046356,0.03029917,0.0,0.025609005,0.2690422,0.8612329,0.53367937,0.0,0.34628868,0.6924685,0.0035284546,0.15598424,0.8307901,0.042396694
3,24_dg_1.mp4,0.49070993,0.6277817,0.1923628,0.50277984,0.05829379,0.0,0.08747001,0.14549026,0.0,0.02365425,0.22106634,0.82010084,0.46364948,0.0,0.3606755,0.77709603,0.0013470678,0.13426085,0.6708725,0.035676073
4,24_dg_1.mp4,0.43127355,0.7447267,0.23373955,0.7080533,0.042309392,0.0,0.09017474,0.018606527,0.0,0.028435169,0.28580233,0.73356104,0.49713132,0.0,0.35474348,0.51454717,0.0038552757,0.11440487,0.5303786,0.03372712
5,24_dg_1.mp4,0.5373539,0.56494814,0.19767372,0.5070444,0.057549957,0.0,0.089715615,0.034746435,0.0,0.018461423,0.17022583,0.8429587,0.6303622,0.0,0.3068912,0.74857104,0.0029707344,0.14570062,0.62442,0.03925902
6,24_dg_1.mp4,0.5788427,0.55117476,0.23293246,0.3857396,0.058829457,0.0,0.095162794,0.053076703,1.0,0.02197199,0.15139274,0.7728676,0.40081733,0.0,0.3252281,0.60305244,0.0032951385,0.12825339,0.54706174,0.032139175
7,24_dg_1.mp4,0.70052326,0.5983163,0.256156,0.5149126,0.054723915,0.0,0.09346097,0.0077839126,0.0,0.027852343,0.21072116,0.92009366,0.5778664,0.0,0.2283926,0.6855332,0.0037812127,0.07657807,0.5989756,0.039986406
