frame,video_name,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
8,24_dg_1.mp4,0.5624922,0.5794202,0.1786744,0.5406313,0.058723107,0.0,0.078650795,0.025506096,1.0,0.020601688,0.23360698,0.87654465,0.6206059,0.0,0.3723602,0.7926701,0.012325502,0.096374325,0.8090807,0.037594546
9,24_dg_1.mp4,0.47975928,0.5066979,0.36494476,0.44545665,0.0548926,0.0,0.09933217,0.015157255,0.0,0.020475946,0.22389647,0.852597,0.5984414,0.0,0.33746365,0.54790026,0.008102122,0.14722992,0.6635168,0.04545337
10,24_dg_1.mp4,0.5371203,0.5629696,0.21819139,0.4125097,0.058406338,0.0,0.09969442,0.006280036,0.0,0.02045708,0.23795167,0.88782316,0.6082506,0.0,0.37841713,0.7116322,0.006120753,0.07850712,0.6267648,0.048742462
11,24_dg_1.mp4,0.5403941,0.4825714,0.26675537,0.4270729,0.053044133,0.0,0.10589831,0.040887546,0.0,0.02514625,0.24443066,0.81132984,0.6211129,0.0,0.37663782,0.72236085,0.004642106,0.10996282,0.5050302,0.032127585
12,24_dg_1.mp4,0.6161161,0.5051557,0.29595453,0.453222,0.0536241,0.0,0.119484335,0.0408064,0.0,0.022921542,0.26892197,0.85303974,0.631422,0.0,0.40312523,0.78172624,0.008705358,0.07756097,0.79073244,0.045050822
13,24_dg_1.mp4,0.53393316,0.42121962,0.4153426,0.41935092,0.058552127,0.0,0.08835671,0.03753215,0.0,0.018197427,0.23025513,0.6936375,0.48356935,0.0,0.36287448,0.69854474,0.008152465,0.15013988,0.9110046,0.043515485
14,24_dg_1.mp4,0.6111737,0.5137995,0.51584613,0.4273868,0.069546044,0.0,0.12170382,0.0057744263,0.0,0.04437219,0.21326226,0.84651685,0.5343728,0.0,0.4363515,0.76891536,0.006132582,0.1446716,0.86859554,0.046827782
15,24_dg_1.mp4,0.5589001,0.5146824,0.553847,0.42335668,0.07033694,0.0,0.1290503,0.055787586,0.0,0.039392516,0.24552745,0.7639326,0.59725386,0.0,0.37356016,0.8041145,0.009298387,0.13270992,0.87539303,0.04462684
16,24_dg_1.mp4,0.5972647,0.5614902,0.53285235,0.43104154,0.06214074,0.0,0.1219524,0.005496042,0.0,0.04364715,0.2678322,0.8282348,0.6834775,0.0,0.37115517,0.8533429,0.010417409,0.1513399,0.9169114,0.055577017
17,24_dg_1.mp4,0.67466146,0.5653492,0.52959394,0.38991815,0.060329787,0.0,0.12972589,0.23723127,1.0,0.048743013,0.2415508,0.94411135,0.4483712,0.0,0.3914434,0.540434,0.0025899494,0.16283527,0.7282472,0.045967568
18,24_dg_1.mp4,0.56792223,0.565488,0.42496794,0.4184059,0.05930609,0.0,0.15589479,0.2593202,0.0,0.04558222,0.16537194,0.9448544,0.63281405,0.0,0.26926094,0.75446874,0.19568104,0.10909458,0.8785002,0.061839234
19,24_dg_1.mp4,0.6455192,0.5565476,0.5658991,0.4340789,0.058173444,0.0,0.12144876,0.009690929,0.0,0.01961028,0.23429923,0.96187127,0.67123836,0.0,0.40918982,0.7964993,0.018288875,0.092258714,0.6962531,0.038739536
20,24_dg_1.mp4,0.55387473,0.49693862,0.5122699,0.59435594,0.065466374,0.0,0.13897072,0.012369837,1.0,0.021973766,0.24650533,0.94130576,0.519318,0.0,0.39796564,0.70082086,0.007004522,0.08549206,0.7860247,0.04295385
21,24_dg_1.mp4,0.6368399,0.44799238,0.8306977,0.41893083,0.063036285,0.0,0.15782923,0.03296128,1.0,0.021686196,0.2114303,0.9631634,0.59401876,0.0,0.40340757,0.65947926,0.011547875,0.12672146,0.7079232,0.035836916
22,24_dg_1.mp4,0.5643305,0.47483006,0.49296105,0.41801834,0.087818936,0.0,0.16427033,0.053461958,1.0,0.07143957,0.2506738,0.89250356,0.43805885,0.0,0.47854507,0.57177186,0.0060719284,0.0997011,0.80271673,0.04689912
23,24_dg_1.mp4,0.60061044,0.38101253,0.58313686,0.42391628,0.09619872,0.0,0.17164591,0.010480537,1.0,0.10637123,0.30742365,0.916545,0.57938373,0.0,0.43443537,0.75347435,0.21157286,0.16732238,0.816561,0.037700232
24,24_dg_1.mp4,0.5589922,0.38282484,0.49314046,0.41734433,0.09344215,0.0,0.14863735,0.24018854,1.0,0.035284873,0.24563284,0.9047813,0.528039,0.0,0.4118894,0.7162713,0.030682819,0.177458,0.86409837,0.055681802
25,24_dg_1.mp4,0.6171769,0.44090113,0.48088157,0.40447673,0.123544596,0.0,0.14722744,0.45167163,1.0,0.04986682,0.23838316,0.94335014,0.4508521,0.0,0.5216826,0.6641687,0.047947794,0.2036743,0.84887075,0.07693539
26,24_dg_1.mp4,0.64331937,0.31840676,0.4739803,0.40774754,0.09174826,0.0,0.12854837,0.12123718,1.0,0.031656064,0.23280269,0.94574696,0.45000723,0.0,0.43127662,0.6648101,0.15584804,0.1569079,0.7317393,0.0530866
27,24_dg_1.mp4,0.5930113,0.2995278,0.5726318,0.40521893,0.094822116,0.0,0.12895015,0.21855009,1.0,0.029591888,0.2676631,0.9631701,0.6402036,0.0,0.38436684,0.6771489,0.032934856,0.16303419,0.78179044,0.055673804
28,24_dg_1.mp4,0.6027928,0.31001934,0.41385585,0.3990198,0.09188472,0.0,0.12435327,0.26259202,1.0,0.032505527,0.2393761,0.9039504,0.65681326,0.0,0.41474375,0.7799162,0.045725916,0.11379242,0.78274524,0.048035536
29,24_dg_1.mp4,0.5907322,0.27055794,0.6693461,0.39256874,0.094686344,0.0,0.13736685,0.049354807,1.0,0.027536713,0.24747781,0.9193746,0.5810867,0.0,0.43434983,0.7081681,0.01790697,0.13579427,0.8118555,0.059558418
30,24_dg_1.mp4,0.61254865,0.31735462,0.6697724,0.4056784,0.0847389,0.0,0.13468304,0.079887226,1.0,0.027213365,0.259561,0.8582004,0.4360272,0.0,0.38980484,0.65623605,0.013672459,0.15381512,0.85631937,0.035047892
31,24_dg_1.mp4,0.5802369,0.2933044,0.60801446,0.40920535,0.08747308,0.0,0.14161877,0.16759786,1.0,0.02499128,0.31697246,0.8598903,0.5897637,0.0,0.443261,0.71406597,0.025714263,0.14121611,0.8533712,0.031694036
32,24_dg_1.mp4,0.5933578,0.23091255,0.42033026,0.5494752,0.074926354,0.0,0.13977943,0.020331841,1.0,0.023897983,0.3167548,0.9307545,0.6344196,0.0,0.31739727,0.72980815,0.067241475,0.10951288,0.8060644,0.049316972
33,24_dg_1.mp4,0.6511047,0.33291107,0.4746717,0.5839806,0.08051182,0.0,0.13169867,0.058730815,1.0,0.02612873,0.33325872,0.96367604,0.6473844,0.0,0.36261025,0.6113455,0.049368195,0.13354938,0.85280067,0.07117814
34,24_dg_1.mp4,0.66341144,0.41289592,0.7079463,0.38454494,0.07034801,0.0,0.13335049,0.09803606,1.0,0.020822953,0.30393803,0.92632484,0.45843726,0.0,0.39882213,0.5003381,0.007252942,0.27883652,0.68249756,0.042914473
35,24_dg_1.mp4,0.66022223,0.33695918,0.5558037,0.38904077,0.087573156,0.0,0.12937151,0.07123585,1.0,0.026253691,0.19604553,0.96369153,0.58607453,0.0,0.44711342,0.6246803,0.02408157,0.16492167,0.79185176,0.05980974
36,24_dg_1.mp4,0.703625,0.32558346,0.5342118,0.390044,0.074055105,0.0,0.12369995,0.28154403,0.0,0.022771113,0.3371026,0.94308,0.4076075,0.0,0.3501583,0.52143395,0.012936665,0.14880116,0.6847545,0.04028491
37,24_dg_1.mp4,0.73345613,0.38083407,0.45507684,0.390044,0.07182887,0.0,0.13056293,0.072290815,0.0,0.018457906,0.26666844,0.9291599,0.45426887,0.0,0.3233214,0.53992116,0.008760448,0.15883431,0.8217842,0.041886672
38,24_dg_1.mp4,0.59980774,0.34218872,0.5980772,0.39832428,0.08024849,0.0,0.12302533,0.5536074,1.0,0.02107631,0.27679437,0.92895484,0.4437458,0.0,0.38641304,0.5665471,0.0118968645,0.17858872,0.78067267,0.042432804
39,24_dg_1.mp4,0.6590657,0.3870131,0.6409182,0.5540171,0.07654764,0.0,0.13764243,0.21962282,0.0,0.022875406,0.28085467,0.9495651,0.50370055,0.0,0.37806487,0.5404901,0.012990425,0.16013324,0.83535355,0.03896758
40,24_dg_1.mp4,0.58744586,0.3351683,0.67059636,0.5473447,0.07739286,0.0,0.14056635,0.42041612,0.0,0.023176113,0.28086615,0.94072133,0.6052788,0.0,0.37401828,0.5609891,0.015430332,0.09832535,0.90027505,0.03080848
41,24_dg_1.mp4,0.5642322,0.2887372,0.54335797,0.4016298,0.07332821,0.0,0.13828453,0.023624556,1.0,0.028919129,0.26225463,0.87466633,0.47737634,0.0,0.34133765,0.51106566,0.011512,0.16786674,0.766375,0.035045244
42,24_dg_1.mp4,0.5425373,0.3206456,0.61308545,0.38060206,0.09163474,0.0,0.13091774,0.22565754,1.0,0.037719127,0.26807258,0.92806387,0.3889123,0.0,0.41142827,0.4369145,0.0046833092,0.19242829,0.7325791,0.048273705
43,24_dg_1.mp4,0.58437145,0.33354628,0.5487228,0.37645578,0.093444645,0.0,0.14643647,0.02942793,1.0,0.03338981,0.25615284,0.94550174,0.42049044,0.0,0.48566136,0.3827617,0.011382934,0.13689032,0.7972605,0.03928439
44,24_dg_1.mp4,0.52347904,0.30607644,0.5872926,0.44405165,0.08743987,0.0,0.13523205,0.01013817,1.0,0.024920039,0.24549629,0.93203235,0.598844,0.0,0.47189143,0.6143654,0.031624462,0.1407356,0.8496815,0.027800519
45,24_dg_1.mp4,0.54255676,0.28082064,0.4998735,0.3791728,0.09222989,0.0,0.13287988,0.01482164,1.0,0.034895033,0.28789705,0.9312015,0.63571155,0.0,0.44206285,0.6103543,0.016892575,0.12570584,0.79604566,0.05712338
46,24_dg_1.mp4,0.558522,0.3404528,0.7571476,0.36147815,0.09918581,0.0,0.12404747,0.03318957,1.0,0.09171429,0.29412565,0.9033847,0.4013291,0.0,0.41246486,0.55817205,0.0040270886,0.16300441,0.7814568,0.037103865
47,24_dg_1.mp4,0.54151005,0.28881595,0.6387482,0.39860827,0.09553947,0.0,0.1261973,0.06994646,0.0,0.10091221,0.3790722,0.85369164,0.37408298,0.0,0.41376048,0.5505097,0.012051168,0.14847182,0.8245343,0.035902392
48,24_dg_1.mp4,0.5504117,0.27905706,0.7167789,0.39860827,0.09831281,0.0,0.13741507,0.06522089,1.0,0.07294792,0.3082913,0.8875916,0.46788993,0.0,0.452884,0.615051,0.00872766,0.16580005,0.76658815,0.03338872
49,24_dg_1.mp4,0.51217717,0.31156608,0.72899574,0.4041943,0.09918581,0.0,0.122404076,0.016632572,0.0,0.08503596,0.32381028,0.9379598,0.49837175,0.0,0.4179277,0.59929407,0.0054749423,0.15336344,0.80943024,0.025451396
50,24_dg_1.mp4,0.5234356,0.3172082,0.64964974,0.39341143,0.100732744,0.0,0.12958062,0.015303307,1.0,0.079258606,0.3906683,0.84720653,0.58344793,0.0,0.46576628,0.5657835,0.0032499712,0.13910188,0.80766135,0.034605775
51,24_dg_1.mp4,0.54659957,0.31061074,0.6375234,0.39015204,0.09538075,0.0,0.13115327,0.035762563,0.0,0.035823245,0.2531024,0.90488267,0.41074285,0.0,0.46461073,0.53842044,0.005096176,0.1736503,0.87678766,0.033166733
52,24_dg_1.mp4,0.55575114,0.2881912,0.6729025,0.3673201,0.09522574,0.0,0.122629255,0.027004283,0.0,0.034364607,0.2886824,0.9520629,0.6437006,0.0,0.392362,0.6635624,0.03026017,0.09763691,0.7017691,0.031184992
53,24_dg_1.mp4,0.5700398,0.29867804,0.65857935,0.36147815,0.093907416,0.0,0.12626256,0.013695937,1.0,0.03670171,0.28325072,0.9217875,0.6611932,0.0,0.43733954,0.6780597,0.0024681229,0.085765004,0.65753853,0.032322858
54,24_dg_1.mp4,0.5171974,0.3447913,0.6682727,0.38935018,0.09088615,0.0,0.11774016,0.023264257,1.0,0.045575216,0.28416634,0.6763122,0.46636942,0.0,0.46507955,0.5865627,0.013514332,0.122074015,0.8752473,0.03127501
55,24_dg_1.mp4,0.53789836,0.33124548,0.6560414,0.39739162,0.11688142,0.0,0.13710192,0.01631875,0.0,0.035236932,0.31216985,0.7583944,0.57874316,0.0,0.46894652,0.41302374,0.016804213,0.109439015,0.8463094,0.031412527
56,24_dg_1.mp4,0.53959733,0.36922285,0.5741903,0.39860827,0.09679903,0.0,0.119851284,0.007484055,0.0,0.06894797,0.3383344,0.836265,0.34366155,0.0,0.4292293,0.47510964,0.0055807135,0.13117412,0.89167964,0.03909579
57,24_dg_1.mp4,0.51694375,0.37273544,0.5585383,0.4075805,0.09011465,0.0,0.12876853,0.063761786,1.0,0.029453054,0.28745162,0.9113128,0.5987039,0.0,0.38918585,0.6464636,0.020521058,0.109038316,0.67543745,0.036881406
58,24_dg_1.mp4,0.5151389,0.3518759,0.49823835,0.40653306,0.07510133,0.0,0.12358727,0.013467331,1.0,0.05374013,0.33596295,0.8530065,0.49498665,0.0,0.35603157,0.5411824,0.023435911,0.12711248,0.8063652,0.030168932
59,24_dg_1.mp4,0.5147501,0.36548552,0.6213177,0.46736318,0.09278658,0.0,0.12392321,0.024530588,0.0,0.03588711,0.37833655,0.8987727,0.4576121,0.0,0.4117114,0.65822935,0.011968404,0.17002784,0.8766139,0.034130875
60,24_dg_1.mp4,0.4997071,0.3341305,0.61328167,0.4041943,0.07606275,0.0,0.1234476,0.009617079,0.0,0.032371253,0.28604108,0.8330617,0.33409643,0.0,0.32969582,0.5530985,0.0128881065,0.14608191,0.73106134,0.029281428
61,24_dg_1.mp4,0.5339213,0.35538483,0.6238098,0.46736318,0.08985315,0.0,0.12312328,0.01033633,0.0,0.028507996,0.26028758,0.8607531,0.44925606,0.0,0.42688936,0.5859068,0.012108203,0.14646232,0.78828794,0.04082252
62,24_dg_1.mp4,0.534278,0.44844565,0.5818022,0.4041943,0.07611623,0.0,0.12310475,0.0589609,0.0,0.02867265,0.38604167,0.8157653,0.37164977,0.0,0.32669348,0.5760785,0.0049838964,0.10001757,0.82904065,0.05291607
63,24_dg_1.mp4,0.5744565,0.31178007,0.46128896,0.47332114,0.093857884,0.0,0.14898926,0.009255863,1.0,0.08239141,0.331772,0.93074167,0.63608265,0.0,0.33578372,0.5657319,0.013220613,0.089869395,0.8154816,0.041785926
0,31_dg_1.mp4,0.87032515,0.6315073,0.15184091,0.5000661,0.084137,0.0,0.08265501,0.1821682,0.0,0.030861514,0.30825478,0.71097594,0.53614205,0.0,0.5471637,0.82747155,0.31956506,0.5727666,0.200126,0.13195397
1,31_dg_1.mp4,0.84534925,0.5601289,0.109518476,0.4750963,0.06543496,0.0,0.08653225,0.0720212,0.0,0.029042803,0.32142276,0.7100781,0.56630903,0.0,0.46441072,0.8390066,0.2519387,0.40290242,0.18385084,0.13074757
2,31_dg_1.mp4,0.8485737,0.5047189,0.09581757,0.50242436,0.085789725,0.0,0.08644486,0.41169995,0.0,0.04395751,0.32721698,0.5045469,0.4984636,0.0,0.4605464,0.840353,0.17861564,0.26975292,0.24052435,0.15964292
3,31_dg_1.mp4,0.8287733,0.5982978,0.14138071,0.4576054,0.089327484,0.0,0.093853466,0.014504821,1.0,0.030695112,0.21267293,0.4804795,0.5067189,0.0,0.48801845,0.62284195,0.11976151,0.4577862,0.18751776,0.14605896
4,31_dg_1.mp4,0.85178614,0.62979895,0.11870932,0.46494237,0.089327484,0.0,0.08559211,0.06952634,0.0,0.032684233,0.23872262,0.55917907,0.5134692,0.0,0.61542696,0.74718535,0.18629856,0.5368605,0.3318855,0.15100892
5,31_dg_1.mp4,0.84345186,0.5772248,0.13384342,0.4811296,0.07666177,0.0,0.08788466,0.24204674,0.0,0.028505225,0.3188526,0.5594042,0.4990315,0.0,0.5574052,0.7867886,0.111224204,0.2944233,0.14978155,0.15330729
6,31_dg_1.mp4,0.81942964,0.5347208,0.1345467,0.4752103,0.09084324,0.0,0.08924199,0.09557003,0.0,0.03203167,0.25321728,0.6812025,0.5078531,0.0,0.4963665,0.63607377,0.42665365,0.49427646,0.20756862,0.15029669
7,31_dg_1.mp4,0.849589,0.5882996,0.13791469,0.46212468,0.08521727,0.0,0.11027662,0.14674132,0.0,0.03245502,0.26543635,0.5263066,0.53722775,0.0,0.67514557,0.7188115,0.18423848,0.3462004,0.26522136,0.1432647
8,31_dg_1.mp4,0.8502305,0.5374971,0.1253289,0.46349907,0.08665457,0.0,0.12844132,0.19441807,0.0,0.027819408,0.2555831,0.40474898,0.46892375,0.0,0.49042284,0.67849314,0.10718058,0.44669735,0.167645,0.1510875
9,31_dg_1.mp4,0.83696306,0.6273213,0.12469017,0.44952193,0.070585385,0.0,0.118497744,0.06424323,0.0,0.029433794,0.32190758,0.38788325,0.4746957,0.0,0.59415877,0.764477,0.18730132,0.32515755,0.2241883,0.13151775
10,31_dg_1.mp4,0.8304071,0.5906101,0.10390179,0.45887703,0.089327484,0.0,0.11593349,0.13675804,1.0,0.031837013,0.25251648,0.3853342,0.49994528,0.0,0.4676308,0.6524808,0.20669112,0.45810133,0.20376383,0.15913942
11,31_dg_1.mp4,0.8625045,0.59824264,0.10389,0.5121201,0.089327484,0.0,0.12079595,0.1568403,0.0,0.034293316,0.24876316,0.405982,0.47585458,0.0,0.5227268,0.6247567,0.117342584,0.38916185,0.18949617,0.13880105
12,31_dg_1.mp4,0.8737586,0.6068389,0.10103506,0.44535306,0.0893206,0.0,0.10510684,0.02750681,0.0,0.032085087,0.27895135,0.38037038,0.50024086,0.0,0.5872202,0.66723806,0.18365888,0.3208635,0.10662058,0.14671642
13,31_dg_1.mp4,0.86279005,0.6228767,0.07634665,0.46427244,0.091787465,0.0,0.11022167,0.040416077,0.0,0.030012246,0.2768365,0.35149682,0.47147948,0.0,0.57582706,0.7511831,0.2624645,0.34193903,0.14909005,0.14255935
14,31_dg_1.mp4,0.872756,0.60450065,0.12449008,0.44128323,0.08464881,0.0,0.10368343,0.029555548,0.0,0.04094854,0.29878983,0.29481816,0.52960956,0.0,0.60829735,0.7612466,0.1364587,0.2299113,0.11287653,0.13078293
15,31_dg_1.mp4,0.88617164,0.6110538,0.092984766,0.47342628,0.06422621,0.0,0.11373318,0.03211626,0.0,0.033067975,0.32631335,0.46979654,0.50485957,0.0,0.48369855,0.691302,0.06720374,0.29809853,0.13981692,0.1258381
16,31_dg_1.mp4,0.8813395,0.5736097,0.100884855,0.4719799,0.07227775,0.0,0.11842044,0.042110015,0.0,0.027508488,0.2665726,0.5114135,0.5397956,0.0,0.47259337,0.80513763,0.3639252,0.39088953,0.16827141,0.120623045
17,31_dg_1.mp4,0.89008397,0.5314462,0.12622678,0.44832706,0.08092222,0.0,0.118983835,0.19568224,1.0,0.032343958,0.26912138,0.41675064,0.48968834,0.0,0.46421915,0.5870678,0.043747358,0.33142325,0.10356679,0.15919034
18,31_dg_1.mp4,0.8619834,0.5081868,0.16828571,0.39414877,0.07793603,0.0,0.11670639,0.14148645,0.0,0.02279868,0.23620635,0.5719296,0.51479614,0.0,0.49100477,0.509589,0.005055765,0.18020383,0.22688317,0.12292886
19,31_dg_1.mp4,0.875622,0.5868272,0.24684213,0.32837343,0.078821085,1.0,0.13356972,0.14003348,1.0,0.026630934,0.20077513,0.3437233,0.46751612,0.0,0.33764023,0.41344687,0.23788475,0.30858567,0.042525087,0.072020926
20,31_dg_1.mp4,0.873573,0.6688204,0.5313393,0.39134687,0.07863846,1.0,0.13481177,0.022511326,0.0,0.016652206,0.24755795,0.4756481,0.4016855,0.0,0.33681154,0.6999686,0.09320107,0.15355247,0.13025577,0.05018143
21,31_dg_1.mp4,0.8394253,0.63661593,0.5410774,0.33364105,0.07680856,1.0,0.078740455,0.7653169,0.0,0.014419844,0.26354194,0.42183426,0.46487638,0.0,0.4889471,0.6860453,0.16760324,0.23282406,0.15354772,0.051636428
22,31_dg_1.mp4,0.85128015,0.7294407,0.6392186,0.34936503,0.08087804,0.0,0.11381035,0.22805265,0.0,0.013633237,0.16203246,0.65179896,0.46524823,0.0,0.52431667,0.79680014,0.2909251,0.3325947,0.15196835,0.057496715
23,31_dg_1.mp4,0.9043226,0.6910411,0.45582095,0.2666794,0.14040752,1.0,0.22176085,0.31908047,0.0,0.03108106,0.2551616,0.79885554,0.5559186,0.0,0.6929933,0.3095208,0.81813204,0.5991479,0.07195411,0.3318725
24,31_dg_1.mp4,0.9159452,0.72088724,0.51988775,0.2662328,0.10764614,0.0,0.20833357,0.8238815,0.0,0.026151903,0.18553749,0.6335221,0.3928403,0.0,0.56686,0.6799463,0.6268098,0.33258486,0.17287263,0.34719685
25,31_dg_1.mp4,0.9180581,0.6937735,0.532267,0.2679677,0.101828486,0.0,0.1519192,0.02839359,0.0,0.023567187,0.25916535,0.71474564,0.56664544,0.0,0.61654735,0.7572479,0.09005044,0.31533447,0.29121038,0.33418262
26,31_dg_1.mp4,0.9032497,0.70563453,0.48124066,0.2706994,0.09988564,0.0,0.17683068,0.1351585,0.0,0.024377583,0.22054233,0.5602057,0.57539266,0.0,0.60901135,0.7903411,0.13750958,0.27761906,0.10109254,0.4102523
27,31_dg_1.mp4,0.8646435,0.72812843,0.49892431,0.27792698,0.099305846,0.0,0.14238504,0.18468611,0.0,0.021047935,0.30849388,0.6047772,0.5770539,1.0,0.61582154,0.808342,0.16059469,0.13867342,0.12667724,0.6941117
28,31_dg_1.mp4,0.91282827,0.6209143,0.5196126,0.2753527,0.12795581,0.0,0.19716361,0.22233073,0.0,0.021135794,0.27094147,0.7584096,0.6132919,1.0,0.6330117,0.79267496,0.23669603,0.1377263,0.16249585,0.6482361
29,31_dg_1.mp4,0.8889704,0.579837,0.6006371,0.2674571,0.09853472,0.0,0.19331941,0.31943205,0.0,0.018401083,0.26493144,0.7155573,0.5404624,0.0,0.6434248,0.7784953,0.42177576,0.22705302,0.22282337,0.695642
30,31_dg_1.mp4,0.8930015,0.47329646,0.58345747,0.27051526,0.10011752,1.0,0.22857203,0.052972283,0.0,0.021194603,0.21238218,0.6718252,0.5392085,0.0,0.559924,0.702676,0.40621272,0.20378989,0.32535115,0.6552794
31,31_dg_1.mp4,0.88454324,0.6912585,0.52232593,0.27583116,0.12183561,1.0,0.19446911,0.0761218,1.0,0.027772708,0.29247093,0.6803927,0.6053416,1.0,0.64303166,0.8215239,0.82051224,0.24334133,0.41717997,0.79583424
32,31_dg_1.mp4,0.88348,0.48778635,0.6707354,0.27051526,0.12113664,0.0,0.20530659,0.45815134,0.0,0.02329965,0.40894243,0.760035,0.57113117,1.0,0.50693524,0.8112455,0.8504629,0.6120378,0.19777173,0.66810334
33,31_dg_1.mp4,0.8916834,0.5981632,0.6500659,0.27051526,0.12554078,0.0,0.25699353,0.8559122,0.0,0.022334171,0.4520516,0.6655124,0.5470919,1.0,0.48707262,0.82808095,0.549764,0.28523564,0.14639524,0.6401143
34,31_dg_1.mp4,0.8990427,0.50267273,0.65640336,0.27051526,0.11839811,0.0,0.21279822,0.7271993,1.0,0.028238188,0.270849,0.67024726,0.48275575,1.0,0.56484187,0.73329765,0.61735386,0.46365547,0.14003429,0.6616372
35,31_dg_1.mp4,0.86919105,0.5286518,0.44958216,0.26916125,0.14769746,1.0,0.31981063,0.8356842,0.0,0.039310962,0.2746566,0.61426014,0.55045193,1.0,0.54937744,0.7047235,0.7933102,0.27947637,0.09922437,0.88939166
36,31_dg_1.mp4,0.87940246,0.5843028,0.61148274,0.2661128,0.14411253,0.0,0.18775304,0.83760154,1.0,0.03678331,0.3872712,0.67696893,0.5310408,1.0,0.5048954,0.7286251,0.69730955,0.38919854,0.068977945,0.5804825
37,31_dg_1.mp4,0.87403154,0.5429464,0.67029285,0.2525173,0.14085808,0.0,0.1477043,0.6947737,1.0,0.030794153,0.37155244,0.4676117,0.5498136,1.0,0.473528,0.78762996,0.6252859,0.34268907,0.14902568,0.5520435
38,31_dg_1.mp4,0.8461242,0.5748188,0.57447076,0.26292634,0.1290117,1.0,0.19885066,0.3510712,0.0,0.03748657,0.3197575,0.6840138,0.5823127,1.0,0.53452903,0.67253196,0.8406217,0.50113684,0.070473336,0.651834
39,31_dg_1.mp4,0.8793994,0.5648927,0.611746,0.25546423,0.12372105,0.0,0.17330272,0.21988888,0.0,0.023342974,0.27052504,0.7189683,0.6069592,1.0,0.45597908,0.7888886,0.73910993,0.5197439,0.12051223,0.6554759
40,31_dg_1.mp4,0.8852566,0.6581322,0.55783063,0.26096746,0.12556422,1.0,0.18321377,0.1805486,1.0,0.021176487,0.39695534,0.6775897,0.6088792,0.0,0.46271017,0.795701,0.8929654,0.5709297,0.07167161,0.6090149
41,31_dg_1.mp4,0.8786317,0.63387054,0.5920613,0.25973904,0.12474302,0.0,0.18579091,0.78904045,1.0,0.048113268,0.3127568,0.5243594,0.5843708,0.0,0.4344433,0.83795387,0.8021605,0.6006397,0.23966646,0.63879544
42,31_dg_1.mp4,0.9052732,0.6957363,0.5388128,0.26214164,0.15491927,1.0,0.23872952,0.8106222,0.0,0.042843446,0.28966063,0.6394802,0.59038323,0.0,0.53647584,0.7392452,0.96507585,0.3035122,0.3245049,0.6910886
43,31_dg_1.mp4,0.89374095,0.6787591,0.55296266,0.2571667,0.15054111,1.0,0.22170125,0.90431696,1.0,0.078501254,0.26245326,0.70113206,0.593032,1.0,0.5565714,0.75503874,0.9296833,0.56611466,0.1464273,0.6289264
44,31_dg_1.mp4,0.87437886,0.71671975,0.65563095,0.2725581,0.122962676,0.0,0.1782812,0.7793695,0.0,0.028510269,0.3278801,0.5710836,0.5950823,0.0,0.5632708,0.7495458,0.7073309,0.4870105,0.2679539,0.64882267
45,31_dg_1.mp4,0.88761926,0.60613334,0.4494752,0.2571667,0.115744956,0.0,0.17587225,0.62692904,1.0,0.029417168,0.2504849,0.7421247,0.6368059,0.0,0.6683575,0.8562786,0.82653785,0.1674484,0.27247375,0.46531802
46,31_dg_1.mp4,0.89649856,0.63713264,0.5441109,0.273747,0.13250442,0.0,0.20639151,0.78922266,0.0,0.024757337,0.2668644,0.7344701,0.56035423,0.0,0.60740393,0.79463154,0.74250084,0.23391536,0.29415467,0.49538535
47,31_dg_1.mp4,0.8888431,0.583069,0.53750765,0.25928953,0.11479591,0.0,0.20925653,0.13973878,1.0,0.028073903,0.26630935,0.6635298,0.664456,0.0,0.59494126,0.7655203,0.7746224,0.21779993,0.19411914,0.4788542
48,31_dg_1.mp4,0.91389894,0.67571,0.647713,0.26826167,0.13145392,0.0,0.19843993,0.48677176,1.0,0.030968096,0.25793552,0.74609894,0.5735276,0.0,0.591512,0.77365285,0.7366982,0.33583662,0.5302648,0.5138713
49,31_dg_1.mp4,0.8993603,0.6777764,0.52921087,0.25875548,0.14078018,1.0,0.20770898,0.5333802,1.0,0.0572864,0.31468624,0.47857642,0.5747089,0.0,0.51795787,0.7854685,0.6379235,0.33642074,0.4084063,0.44383582
50,31_dg_1.mp4,0.90097964,0.7347496,0.5598547,0.2688428,0.16208912,1.0,0.196406,0.72318953,0.0,0.05079169,0.3316906,0.4114576,0.5632659,0.0,0.52654445,0.8118588,0.85476124,0.3595063,0.40886524,0.49824557
51,31_dg_1.mp4,0.90416884,0.7545988,0.4159918,0.25916955,0.1542965,1.0,0.19417536,0.8256298,0.0,0.03562936,0.350579,0.5431866,0.5040394,0.0,0.56724924,0.72210395,0.4721356,0.45898935,0.30544654,0.49195385
52,31_dg_1.mp4,0.9153926,0.68494356,0.63730913,0.260149,0.14399514,1.0,0.19386874,0.84711057,0.0,0.032027524,0.26354557,0.5717258,0.6160425,0.0,0.5316085,0.75675476,0.8614391,0.50229114,0.25341618,0.4491901
