,mean_value
AU01_r,0.12301587301587301
AU02_r,0.0661904761904762
AU04_r,0.9928571428571429
AU05_r,0.05888888888888889
AU06_r,0.5874603174603175
AU07_r,3.3023809523809526
AU09_r,0.05777777777777778
AU10_r,1.497142857142857
AU12_r,0.7793650793650791
AU14_r,0.6919047619047618
AU15_r,0.27682539682539686
AU17_r,0.860793650793651
AU20_r,0.086984126984127
AU23_r,0.203015873015873
AU25_r,0.2969841269841271
AU26_r,0.5595238095238095
AU45_r,0.10650793650793652
