frame,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0,0.62652206,0.37940517,0.7346515,0.3234541,0.83590794,0.0,0.50073004,0.23913333,1.0,0.7013304,0.47496518,0.3953934,0.266264,1.0,0.17689121,0.017007124,0.9973768,0.75525105,0.011294015,0.8382757
1,0.60590196,0.16827533,0.65199715,0.34877264,0.8621387,1.0,0.6090787,0.49336976,1.0,0.7486631,0.5635087,0.3540204,0.28418013,1.0,0.18791568,0.0075010965,0.99779403,0.84717363,0.015370985,0.81640345
2,0.59709656,0.13730337,0.40994725,0.2553548,0.8062285,1.0,0.6471241,0.16794974,1.0,0.6437115,0.39782122,0.15164635,0.24455744,1.0,0.12330989,0.006580672,0.9989857,0.8103083,0.014756561,0.8923309
3,0.6078838,0.18412852,0.73825,0.22804455,0.8511864,1.0,0.55295295,0.38312718,1.0,0.7231222,0.5371712,0.19108112,0.27504086,1.0,0.13735032,0.011405009,0.99077094,0.88319415,0.00885101,0.8895416
4,0.5548273,0.19401485,0.67722434,0.2401096,0.7644994,0.0,0.7204565,0.62206787,1.0,0.60595924,0.4892863,0.52146804,0.15991925,1.0,0.2871636,0.007851137,0.9997193,0.7494357,0.007157948,0.90285665
5,0.5168555,0.10005233,0.68525124,0.22189933,0.86771005,1.0,0.5828976,0.5156079,1.0,0.82312787,0.68547964,0.25382832,0.3619691,1.0,0.14720736,0.025305236,0.99556655,0.7794088,0.020661188,0.68228626
6,0.59076476,0.10171738,0.67049116,0.2801168,0.8831274,1.0,0.63730013,0.8146803,1.0,0.7385572,0.5568117,0.33580405,0.19231668,1.0,0.08869848,0.009323075,0.99766695,0.8192544,0.015616828,0.826417
7,0.50475746,0.1624316,0.5329679,0.29327476,0.87250984,0.0,0.6150734,0.76085913,1.0,0.67195874,0.4902166,0.45534047,0.26332298,1.0,0.07888326,0.008774533,0.9943625,0.8233486,0.014550182,0.8857426
8,0.4963593,0.23170945,0.14468162,0.32869253,0.84842104,1.0,0.49770674,0.16401225,1.0,0.75935745,0.59533983,0.35945463,0.15575616,1.0,0.063852325,0.008510599,0.9975811,0.7939401,0.007042052,0.9087155
9,0.54091716,0.17018034,0.175486,0.30366153,0.84440583,1.0,0.5271276,0.23089853,1.0,0.7761319,0.6166821,0.22533812,0.14963675,1.0,0.06397623,0.0069883256,0.9970458,0.7264656,0.02084089,0.85267544
10,0.47780073,0.22749394,0.16989462,0.37373862,0.8634293,0.0,0.5396032,0.061339892,1.0,0.7524352,0.7359397,0.33791664,0.15840337,1.0,0.10634613,0.005689809,0.9993187,0.6324779,0.02417563,0.87876904
11,0.43098727,0.16950692,0.15583915,0.32085836,0.87092423,0.0,0.63430816,0.3135541,1.0,0.7964859,0.61532074,0.25457942,0.17512313,1.0,0.06023971,0.0069547263,0.9974511,0.6073427,0.01454181,0.93579733
12,0.6041487,0.19120781,0.46179217,0.29096204,0.882982,0.0,0.51877284,0.34965283,1.0,0.83121324,0.5419457,0.24209167,0.17036283,1.0,0.094466686,0.009458114,0.9955317,0.56296504,0.024453616,0.8850659
