,mean_value
AU01_r,0.2379232505643341
AU02_r,0.13266365688487583
AU04_r,0.41049661399548537
AU05_r,0.059006772009029346
AU06_r,0.10521444695259594
AU07_r,0.1739277652370203
AU09_r,0.043002257336343115
AU10_r,0.3890744920993228
AU12_r,0.4344243792325056
AU14_r,0.6056433408577878
AU15_r,0.13117381489841987
AU17_r,0.27099322799097064
AU20_r,0.06437923250564333
AU23_r,0.031512415349887135
AU25_r,0.2747178329571106
AU26_r,0.22266365688487585
AU45_r,0.2540632054176072
